Contig	FAME000001	FAME000002	FAME000003	FAME000004	FAME000005	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000015	FAME000016	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
contig_38505	175.2	2.575	187.9	0.7894	267.2	31.99	21.01	203.1	0.4976	268.5	0.6543	2.091	237.0	199.7	0.6091	262.9	0.829	216.1	0.1445	192.6	212.4	24.34
contig_38508	2.233	0.0	0.7044	0.0	0.0	0.0	0.0579	5.204	0.0	0.3951	0.0	0.0	1.489	12.64	0.0	0.6851	0.0	0.2105	3.817	0.0	0.3763	0.0
contig_38527	63.6	0.0	1.314	0.0	2.358	0.0	0.7951	12.23	0.0	1.125	0.0	0.0	1.196	3.569	0.0	0.0	0.0	0.0	0.0	0.0	0.4785	0.0
contig_38546	1.137	0.6416	1.913	7.67	4.653	3.404	1.916	2.65	0.09918	15.45	9.651	88.34	36.32	21.37	2.671	1.919	0.0	4.788	0.0	1.092	16.67	5.717
contig_38572	19.69	0.4279	0.0	0.0	3.96	0.0	1.121	8.044	0.1984	0.0	0.0	0.0	1.038	0.0	0.0	0.1745	0.0	0.0	0.0	0.0	0.8625	0.0
contig_38577	7.726	0.0	4.201	0.0	18.96	0.0	1.539	10.91	0.0	15.59	0.0	0.0	14.74	9.678	0.0	3.852	0.4976	9.541	0.0	2.923	11.25	0.0
contig_38580	4.725	11.55	19.86	0.0	5.349	0.0	0.5014	4.479	0.0	4.75	0.0	31.26	4.312	16.39	0.0	13.52	0.0	8.293	0.0	7.101	6.325	0.0
contig_38604	21.1	0.0	2.394	0.0	13.07	0.1662	0.7969	7.958	0.0	10.64	0.0	0.0	10.39	13.63	0.06077	1.921	0.0	1.645	0.0	13.39	4.508	0.0
contig_38615	8.346	0.0	0.0	0.0	1.981	0.0	0.4641	4.764	0.0	6.413	0.0	0.0	5.34	5.638	0.0	7.636	0.0	8.647	0.0	11.01	12.06	0.0
contig_38620	4.12	0.4287	0.0	0.0	0.6264	0.0	0.02955	0.3663	0.0	13.39	0.0	0.0	4.0	15.0	0.0	0.0	0.0	0.573	0.0	0.0	0.3841	0.0
contig_38621	2.717	0.0	5.273	0.0	7.865	0.0	1.212	3.663	0.0	7.341	0.0	0.0	7.12	4.46	0.0	13.72	0.0	10.96	0.0	6.202	8.738	0.3473
contig_38642	1.141	0.0	0.0	0.0	2.857	0.0	0.6509	0.5501	0.0	8.965	0.0	0.0	21.79	15.56	0.0	0.6126	0.0	3.585	0.0	0.7305	6.633	0.0
contig_38646	6.143	0.4292	8.879	119.0	6.202	0.0	9.852	9.535	64.69	12.36	49.86	0.6272	7.369	10.82	0.4264	9.364	111.1	6.454	0.0	7.944	8.171	52.33
contig_38652	26.45	0.0	1.688	0.0	21.91	0.0	1.011	7.369	0.0	14.52	0.0	0.0	11.75	11.08	0.06119	4.748	0.0	2.593	0.0	12.02	11.01	0.0
contig_38662	9.686	0.2134	26.72	223.7	6.097	0.0	188.8	9.481	0.1979	17.75	0.6506	0.4157	16.33	22.74	186.8	31.85	105.7	20.82	1.437	7.536	12.62	1330.0
contig_38669	15.71	0.3625	10.94	0.0	31.42	0.0	1.199	13.47	0.0	25.37	0.0	0.0	15.96	9.484	0.0	5.469	0.28	8.72	0.0	6.015	12.18	0.0
contig_38687	23.08	0.0	4.792	0.0	34.44	0.0	2.019	17.7	0.0	29.43	0.0	0.0	17.06	16.66	0.2027	7.864	0.0	10.26	0.0	7.75	12.48	0.0
contig_38703	12.4	0.0	5.29	8.503	17.31	17.28	4.12	20.67	0.09972	22.01	1.705	14.87	28.17	20.88	8.239	21.48	12.29	23.57	0.2895	27.9	27.74	0.0
contig_38712	2.634	0.0	4.321	0.5923	3.067	0.0	0.1776	3.119	0.0	1.697	0.0	0.0	4.006	3.519	0.0	9.455	0.0	5.237	0.0	12.24	2.789	3.304
contig_38717	4.05	0.6458	5.536	36.43	5.172	0.3343	29.11	7.266	0.0	7.534	0.0	0.4194	7.954	17.85	190.8	19.4	0.3326	7.193	1.304	16.03	10.8	790.2
contig_38721	5.02	0.0	0.3612	0.0	1.888	0.0	0.1188	1.656	0.0	13.53	0.0	0.0	0.8841	9.437	0.0	0.0	0.0	1.007	0.0	0.0	0.1929	0.0
contig_38736	5.817	0.4311	12.29	0.0	5.108	0.1673	1.961	14.0	0.0	17.11	0.0	0.0	19.22	21.74	0.0	24.08	0.1665	18.29	0.0	18.71	16.22	0.873
contig_38740	5.75	0.0	1.146	0.0	6.848	0.0	0.4442	4.255	0.0	4.74	0.0	0.0	11.15	8.865	0.0	14.21	0.4526	11.65	0.0	6.73	25.19	0.0
contig_38744	57.29	0.0	0.1205	0.3964	1.05	0.08367	0.5645	8.379	0.0	0.5677	0.0	0.0	1.85	1.223	0.0	0.0	0.0	0.2881	0.0	0.0	0.1931	0.0
contig_38750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_38752	5.921	0.0	2.576	0.0	16.35	19.67	0.7712	6.889	0.0	16.97	0.0	0.0	8.72	10.48	0.0	2.684	0.0	4.398	0.0	1.26	2.359	0.0
contig_38765	17.11	0.0	0.1206	0.0	1.891	0.0	0.2379	1.567	0.0	0.8117	0.0	0.0	2.012	0.34	0.0	0.7916	0.0	0.07207	0.0	1.193	3.961	0.0
contig_38773	9.66	0.5026	0.0	0.0	6.691	0.0	0.4504	2.791	0.0	4.823	0.0	0.0	7.878	3.486	0.1426	21.62	0.0	7.053	0.0	6.309	25.22	0.0
contig_38782	16.24	0.0	0.0	0.0	0.2803	0.0	0.2381	1.383	0.0	0.3249	0.0	0.0	0.8862	0.4083	0.0	0.08802	0.0	4.616	0.0	0.0	0.0	0.0
contig_38786	41.46	70.7	78.44	86.88	113.6	30.55	17.91	81.65	44.02	107.6	63.01	0.2106	102.2	83.15	85.72	79.25	79.17	94.7	34.64	69.18	98.39	64.62
contig_38788	29.51	0.4321	35.87	0.1987	25.81	387.3	2.502	37.65	0.2004	36.01	0.1317	0.2105	32.57	21.52	0.06131	29.77	0.0	23.75	0.7272	27.3	24.87	0.0
contig_38796	4.59	0.0	13.88	0.0	17.8	0.1676	0.2678	4.519	0.0	5.524	0.0	0.0	3.142	4.695	0.0	8.186	0.0	4.255	0.0	11.66	8.122	0.0
contig_38798	4.407	0.0	4.217	0.0	4.479	0.0	0.6536	8.195	0.0	9.814	0.1314	22.89	7.802	6.455	0.0	10.02	0.0	11.81	0.4353	8.62	8.978	0.0
contig_38812	1.325	0.0	3.019	0.7946	1.052	0.0	0.4467	5.168	0.0	3.008	0.0	0.0	3.064	1.771	0.0	3.876	0.0	8.95	0.0	6.434	5.129	0.0
contig_38827	3.535	0.0	6.283	0.0	3.929	0.0	0.2681	4.062	0.0	3.09	0.0	0.0	3.468	4.633	0.0	22.65	0.0	10.69	0.0	8.736	4.937	0.0
contig_38838	21.66	0.8648	3.022	0.0	24.15	0.0	0.8345	11.64	0.0	12.61	0.0	0.4212	8.23	5.384	0.0	24.42	0.0	13.72	0.0	7.359	17.92	0.0
contig_38855	3.36	430.0	35.66	0.0	2.948	0.0	0.447	5.08	0.0	2.115	0.0	0.8425	7.342	1.704	0.0	8.463	0.0	10.55	0.0	5.887	18.21	0.0
contig_38859	9.471	0.0	7.019	0.0	32.4	0.168	1.462	18.4	0.0	13.03	0.0	0.0	16.08	16.85	0.1229	15.18	0.0	12.95	0.0	19.06	8.629	0.0
contig_38866	1.24	0.0	0.1211	0.0	0.2109	0.0	0.0	0.7401	0.0	0.2445	0.0	0.0	0.6465	0.7509	0.1229	0.0	0.0	0.0	0.0	0.0	24.35	0.0
contig_38871	16.2	0.0	0.0	0.0	0.1406	0.0	0.4776	1.11	0.0	0.2445	0.0	0.0	0.4041	0.3413	0.0	0.0	0.0	2.46	0.0	0.0	0.582	0.0
contig_38876	24.89	17.55	20.83	1.195	44.03	223.5	16.04	61.54	0.3014	71.82	0.2642	0.0	84.0	73.41	28.59	104.4	0.0	119.5	68.54	112.9	104.5	32.99
contig_38887	6.38	0.0	6.058	0.0	7.599	0.0	0.2091	8.98	0.0	10.11	0.0	0.0	9.705	6.49	0.0	11.49	0.0	11.73	0.1459	17.61	8.833	0.0
contig_38901	8.333	0.0	0.1212	0.3987	8.587	0.0	0.08965	2.038	0.0	1.387	0.0	0.0	5.421	3.075	0.0	1.326	0.0	0.8692	0.146	2.306	4.273	0.0
contig_38908	6.033	0.0	53.73	0.0	30.22	1.011	1.136	13.35	0.0	18.61	0.0	0.0	18.14	17.3	0.0	22.56	0.0	15.44	0.0	22.06	13.12	0.0
contig_38914	1.947	0.2164	8.951	0.0	8.711	9.575	0.6562	8.319	0.0	6.595	0.0	0.0	8.236	12.21	0.0	10.32	0.0	8.53	0.0	7.457	5.427	0.0
contig_38917	2.307	0.0	17.47	0.0	2.536	0.0	0.1794	1.576	0.0	0.6531	0.0	0.0	0.4858	0.6155	0.0	5.043	0.0	3.335	0.0	5.262	2.235	0.0
contig_38919	41.96	0.0	90.42	1.623	74.15	0.08565	6.023	70.51	0.2047	74.98	0.2691	0.4299	72.71	70.32	0.3131	96.9	1.023	69.96	0.2971	118.1	65.43	1.251
contig_38923	16.03	0.0	27.84	0.0	28.47	0.8406	1.403	12.95	0.0	20.53	0.0	0.0	18.91	17.75	1.475	9.713	0.0	12.37	0.0	8.292	12.9	0.0
contig_38924	6.451	0.0	19.57	0.0	9.613	0.0	1.132	12.09	0.0	13.91	0.0	0.0	12.26	10.83	0.0	17.8	0.0	13.43	0.0	22.25	12.29	0.3501
contig_38949	5.41	0.0	5.941	0.1994	22.11	0.0	1.315	10.28	0.0	16.98	0.0	0.0	12.95	8.956	0.0	5.925	0.0	7.681	0.0	4.891	10.1	0.0
contig_38950	9.948	0.0	6.679	0.3995	27.5	29.01	1.228	11.14	0.0	18.06	0.2649	0.0	12.56	13.49	24.66	5.491	0.0	11.32	0.0	8.503	9.827	0.0
contig_38956	2.092	0.0	3.337	0.0	1.569	7.393	0.2743	1.943	0.0	3.53	4.507	0.0	4.243	4.032	0.0	8.461	0.0	15.2	0.0	16.69	7.385	0.0
contig_38957	67.86	9.775	222.7	65.71	152.2	36.0	15.87	108.2	28.81	123.6	111.5	149.0	115.9	117.8	6.35	124.3	64.6	119.7	287.8	144.5	102.7	39.24
contig_38968	17.15	0.0	6.682	0.0	29.84	22.52	1.198	14.76	0.2015	20.28	0.0	0.0	19.38	13.77	0.185	13.47	0.0	12.34	0.0	8.598	11.39	5.809
contig_38999	6.761	0.0	0.0	0.4001	1.836	0.0	0.2399	2.788	0.0	1.637	0.0	0.0	2.679	1.646	0.0	3.815	0.0	3.562	0.0	2.777	1.169	0.0
contig_39001	6.489	0.0	0.0	0.0	0.1412	0.0	0.2997	37.33	0.0	0.6544	0.0	0.0	7.383	4.454	0.0	0.0	0.0	1.235	0.0	3.237	0.09737	0.0
contig_39011	1.514	0.0	1.217	0.0	2.121	0.08452	0.8704	4.558	0.0	7.374	0.0	0.0	12.11	7.618	0.0	1.42	0.3364	1.309	0.0	0.6484	3.316	0.0
contig_39017	15.01	0.0	0.0	0.0	2.962	0.0	1.048	23.29	0.0	0.08174	0.1324	0.0	1.216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5838	0.0
contig_39022	6.266	0.0	14.32	0.0	8.529	6.119	1.267	16.46	0.0	15.9	0.0	0.0	15.85	18.63	0.0	19.37	0.0	17.55	0.0	18.72	9.022	0.0
contig_39024	2.939	0.4356	0.4871	0.0	6.294	5.073	0.9007	5.211	0.0	5.983	0.0	0.0	5.365	10.02	0.0	7.549	0.0	4.657	0.0	4.541	4.976	0.0
contig_39035	7.449	0.0	0.9401	0.0	8.917	0.0	0.9658	23.23	0.0	20.57	0.0	0.0	31.17	13.87	0.0	3.2	0.0	7.491	0.0	1.431	22.22	0.0
contig_39068	15.05	0.0	2.556	0.0	9.826	0.0	0.8704	8.464	0.0	12.54	0.0	0.0	11.86	12.56	0.06179	1.687	0.0	4.292	0.0	9.078	10.14	0.0
contig_39088	7.318	13.97	23.79	0.0	14.31	0.0	1.715	13.33	0.0	15.27	0.0	187.5	12.79	22.56	0.06194	22.96	0.0	26.61	0.2939	23.96	11.63	0.0
contig_39095	11.07	0.0	0.0	0.0	0.0	0.0	0.09028	0.3731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7294	0.0	0.0	0.0	0.0
contig_39100	51.98	8.299	0.7326	0.4017	15.25	0.3391	1.686	20.15	0.2026	13.73	0.5327	0.0	13.86	9.708	0.124	13.09	0.0	20.94	0.147	18.49	27.98	0.0
contig_39104	4.904	0.0	2.56	0.0	28.39	0.0	0.5711	4.565	0.0	5.498	0.0	0.0	7.568	8.936	0.1238	7.647	0.0	10.49	0.0	7.422	6.447	0.3533
contig_39127	8.494	4.592	36.18	1.408	14.2	0.5093	0.5727	6.913	0.6084	8.64	119.2	58.58	7.916	8.478	1.365	11.15	2.027	8.767	1.619	10.51	9.207	0.7085
contig_3915	291.6	1660.0	859.0	3296.0	565.3	2088.0	279.1	467.3	1421.0	553.1	2770.0	133.4	542.3	692.2	498.9	609.1	2573.0	585.0	2092.0	534.6	461.8	1799.0
contig_39150	18.8	0.0	0.7343	0.0	14.43	0.08498	0.6639	9.072	0.1015	8.321	0.0	0.0	12.58	10.9	0.0	2.946	0.1691	3.584	0.0	11.83	9.61	0.1773
contig_39151	15.58	20.58	45.9	42.07	27.79	10.28	6.79	28.34	18.68	30.48	12.95	160.6	40.36	35.4	14.41	38.83	41.26	30.06	103.2	35.3	26.97	13.65
contig_39157	35.69	0.0	2.358	0.5968	53.31	0.0	1.342	12.48	0.0	15.26	0.0	0.0	16.71	15.85	0.0	4.763	0.2507	4.228	0.0	28.72	10.9	0.0
contig_39160	1.164	0.0	3.673	0.0	2.204	0.0	0.3623	5.052	0.0	5.274	0.0	0.0	10.38	13.26	0.0	6.698	0.0	7.903	0.0	2.889	3.728	0.0
contig_39162	7.702	0.0	0.0	0.0	0.0	0.0	0.634	10.85	0.0	0.0	0.0	0.0	9.481	0.0	0.0	0.0	0.0	5.342	0.0	0.0	2.943	0.0
contig_39177	38.27	0.4384	22.06	0.0	68.67	0.1702	4.472	39.23	0.0	51.8	0.1336	0.427	53.25	36.07	0.1244	20.02	0.5079	25.85	0.0	10.82	36.91	0.0
contig_39179	15.69	0.0	31.99	1.008	65.21	0.1702	0.8463	18.36	0.0	23.52	0.4011	0.4272	12.36	16.73	0.1245	26.02	0.0	12.31	0.0	25.28	11.39	0.0
contig_39192	8.508	0.0	4.653	0.2014	13.3	0.0	0.6038	9.824	0.0	15.33	0.0	0.0	16.59	8.63	2.735	7.68	0.0	10.9	0.0	6.895	12.56	17.39
contig_39195	8.784	0.0	18.01	0.0	15.07	1.076	1.146	10.21	0.0	10.43	0.0	0.0	12.54	14.42	0.09834	18.79	0.0	14.47	0.0	22.11	11.8	0.0
contig_39216	5.384	0.4389	40.85	0.0	2.565	0.0	0.1512	3.281	0.0	3.138	0.0	0.0	3.112	3.735	0.0	20.67	0.0	5.865	0.0	7.563	12.48	0.0
contig_39219	27.38	0.0	0.0	0.0	0.2851	0.1704	0.121	8.44	0.0	0.3304	0.2677	0.0	0.5735	0.4844	0.0	0.0	0.0	0.0	0.0	0.0	0.3933	0.0
contig_39220	48.83	0.0	20.25	0.4037	68.0	64.85	5.992	32.73	0.0	53.78	0.5354	0.6416	46.29	39.65	0.0	53.35	0.6783	47.01	0.0	39.88	72.47	25.43
contig_39234	0.7184	0.0	22.59	0.4039	0.9269	0.0	0.1211	1.501	0.0	0.8264	0.0	0.0	1.885	0.6923	0.0	0.8059	0.0	0.4403	0.0	2.429	1.672	0.0
contig_39238	0.5388	0.0	0.1228	0.0	15.83	0.2557	0.2422	0.9382	0.0	1.983	0.0	0.0	2.951	2.7	0.0	1.97	0.5089	1.541	0.0	0.3738	1.18	0.0
contig_39254	10.24	0.0	19.82	0.0	17.77	0.0	0.8551	10.79	0.0	13.67	0.0	0.0	7.193	9.148	0.0	5.239	0.0	3.183	0.0	6.598	5.954	0.0
contig_39276	23.57	0.0	0.0	0.0	0.5001	0.0	0.182	0.0	0.0	0.3312	0.0	0.0	0.3285	0.0	0.0	0.1795	0.0	0.0	0.0	0.0	0.0	0.0
contig_39287	12.24	158.9	25.1	271.5	26.15	0.0	1.79	19.08	0.0	22.77	0.0	0.2144	13.8	22.2	0.3123	30.78	0.0	25.22	0.0	31.27	20.11	3.208
contig_39297	2.161	0.0	0.7387	0.0	0.0715	0.0	0.09107	2.164	0.0	1.74	0.0	0.0	0.8219	12.84	0.0	0.0	0.0	0.1472	0.0	0.0937	0.6905	0.0
contig_39314	2.073	0.0	1.232	0.0	2.504	0.0	0.4557	6.214	0.0	5.971	0.0	0.0	5.264	21.19	0.0	6.65	0.0	2.283	0.0	2.626	0.9872	0.0
contig_39326	9.572	0.0	30.62	310.5	17.06	0.08572	12.91	14.15	0.0	22.85	0.0	0.2151	16.48	32.72	0.0	30.98	0.0	25.16	0.1487	23.3	15.43	0.0
contig_39328	12.89	0.441	0.0	0.0	1.002	0.0	0.3039	1.319	0.0	1.245	0.0	0.0	0.3291	0.6255	0.0	0.0	0.0	2.873	0.0	0.0	1.086	0.0
contig_39334	3.967	0.0	4.684	0.0	5.226	0.0	0.5471	5.557	0.0	8.629	0.0	0.0	6.007	4.587	0.0	5.664	0.0	10.39	0.0	0.7505	9.481	0.0
contig_39339	13.8	0.0	10.6	0.0	6.732	0.08562	0.9121	7.727	0.0	9.047	0.0	0.0	6.421	5.076	0.0	5.936	0.0	5.085	0.0	2.628	5.434	0.0
contig_39350	0.09023	0.0	0.0	0.0	0.0	0.0	0.1521	1.603	0.0	5.812	0.0	0.0	16.22	4.591	0.0	0.0	0.0	0.2949	0.0	0.0	0.1977	0.0
contig_39364	6.409	0.0	5.183	0.0	9.46	0.4284	2.343	4.149	0.0	32.4	0.0	0.6451	53.88	19.07	0.1253	3.51	0.0	7.67	0.0	4.978	20.27	0.0
contig_39370	9.207	0.0	0.0	0.0	0.0	0.0	6.39	0.0	0.2047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_39373	2.798	0.0	0.0	0.0	0.3583	0.0	6.938	4.809	0.2047	1.578	0.0	0.0	1.565	6.193	0.0	0.0	0.0	0.295	0.0	0.0	0.0	0.0
contig_39379	2.348	0.0	10.86	0.0	4.517	0.0	0.3653	7.547	0.0	6.149	0.0	0.0	5.769	5.499	88.18	7.204	159.7	10.62	0.2973	13.91	4.748	0.0
contig_39388	44.93	0.0	0.0	0.4058	0.2866	0.0	0.2129	4.996	0.2047	0.0	0.0	0.0	0.5764	0.626	0.0	0.0	0.0	0.0	0.0	0.0	0.3953	0.0
contig_39393	8.311	0.0	4.817	0.0	8.249	0.0	1.858	16.42	0.0	10.97	0.0	0.0	11.13	10.17	0.0	7.837	0.0	7.75	0.0	5.922	7.521	0.0
contig_39397	40.42	29.13	22.82	51.13	71.71	0.1713	8.608	48.92	17.91	58.04	0.5382	0.0	61.1	34.78	19.91	28.25	34.94	37.67	0.0	32.11	54.56	14.12
contig_39399	145.8	0.0	1.112	0.8129	7.678	0.08579	0.6093	8.12	0.1025	15.8	0.0	0.2153	9.32	10.94	0.06272	5.137	0.0	4.357	0.0	6.112	5.94	0.358
contig_39406	45.59	0.0	2.814	0.0	50.33	0.0	1.284	21.39	0.0	23.11	0.0	0.0	20.47	24.43	0.0	4.002	0.0	5.802	0.0	29.02	12.17	0.0
contig_39412	7.685	0.0	4.944	0.0	8.47	0.0	1.768	14.26	0.0	19.97	0.2696	0.0	12.13	8.921	0.0	5.139	0.0	6.501	0.0	3.763	12.38	0.1791
contig_39417	9.301	0.0	1.852	0.0	16.71	76.03	0.3653	7.642	0.1024	9.307	0.0	0.0	6.181	5.43	46.0	4.953	0.0	6.567	0.0	3.946	4.154	0.0
contig_39455	0.9961	0.0	0.2476	0.0	0.5033	0.0	0.0	0.3784	0.0	1.0	0.0	0.0	0.4132	9.563	0.0	0.0	0.0	0.0	0.0	0.0	1.389	0.0
contig_39480	11.41	0.0	14.24	0.0	25.09	0.0	2.106	10.88	0.1027	18.0	0.2701	3.667	19.17	12.22	0.0	10.38	0.0	22.05	0.0	12.06	21.82	0.0
contig_39505	2.176	0.0	19.09	0.0	2.159	0.0	0.1528	1.137	0.0	2.002	0.0	0.0	3.392	2.306	0.0	3.887	0.0	1.037	0.0	2.264	2.185	0.0
contig_39524	4.081	0.0	0.0	0.0	0.07201	0.0	0.06115	0.6633	0.0	1.92	0.0	0.0	1.573	9.998	0.0	0.0	0.0	0.8893	0.0	0.0	5.067	0.0
contig_39544	5.174	0.4439	121.9	0.0	1.586	0.1723	0.3672	8.629	0.0	6.599	0.1353	0.4325	20.71	27.78	0.126	14.93	0.0	11.2	0.0	28.52	14.32	0.0
contig_39562	5.178	0.0	2.36	0.2043	3.534	0.0	0.3675	8.257	0.0	8.527	0.6773	0.0	5.472	18.0	0.0	14.86	59.38	13.51	0.0	8.696	8.16	0.0
contig_39564	1.635	0.0	1.366	0.0	1.731	0.0	0.09187	5.125	0.0	0.6688	0.0	0.0	0.7462	2.661	0.0	19.66	0.0	7.645	0.0	12.48	4.677	0.0
contig_39584	11.96	0.0	8.797	0.4076	13.38	0.08603	0.7637	8.237	0.0	10.09	0.1351	0.0	11.25	6.846	13.08	5.332	0.0	9.256	0.0	5.94	10.62	0.5386
contig_39586	14.73	0.0	0.0	0.0	0.1444	0.0	0.03066	0.3801	0.0	0.3348	0.0	0.0	0.332	1.753	0.0	0.0	0.0	1.263	0.0	0.0	0.0	0.0
contig_39605	8.276	0.0	23.38	0.0	19.35	0.0	1.042	12.45	0.0	9.793	0.0	0.0	15.77	14.65	0.0	16.78	0.0	19.1	0.1497	19.49	17.73	0.0
contig_39606	10.92	0.2225	28.73	0.0	25.36	0.08637	2.484	23.29	0.1032	23.61	175.6	0.0	25.91	27.85	0.0	16.69	0.3438	16.06	0.0	10.89	13.95	0.721
contig_39607	5.914	25.81	8.459	0.0	7.802	0.0	0.5214	5.038	0.0	5.191	0.0	0.4335	7.474	13.61	0.0	20.5	0.0	18.59	86.43	16.66	8.272	0.0
contig_39614	4.733	0.0	0.9955	0.0	3.108	0.0	0.8285	10.46	0.0	8.041	0.0	0.0	7.809	8.35	0.0	3.54	0.0	3.867	0.0	1.326	1.894	0.0
contig_39623	8.742	0.0	27.01	0.0	9.905	0.0	1.105	6.469	0.0	6.62	0.0	3.254	7.729	9.476	0.0	6.719	0.0	7.812	0.2998	5.874	11.17	0.0
contig_39624	25.22	0.0	0.0	0.0	1.807	0.0	0.09209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_39641	8.091	0.4447	6.215	0.0	14.51	0.0	2.36	9.213	0.0	11.55	0.0	0.0	8.712	8.901	0.0	5.077	0.0	7.874	0.0	3.5	10.76	0.0
contig_39643	5.023	0.0	22.73	0.0	45.2	0.0	0.887	9.121	0.0	8.695	0.0	0.0	10.48	11.62	0.0	21.47	0.4519	7.133	0.0	17.05	3.406	0.0
contig_39647	28.22	0.0	3.169	0.0	24.9	0.1294	2.896	85.32	0.0	67.13	0.4066	0.6496	117.1	55.29	0.09463	11.42	0.0	20.83	0.0	7.377	76.02	0.0
contig_39654	13.96	2.231	12.6	0.0	62.88	0.6063	1.261	19.26	0.2069	24.6	0.0	0.0	18.99	26.17	0.0	41.58	0.1724	29.0	0.0	90.28	30.98	2.53
contig_39670	8.661	0.0	3.49	0.0	17.88	0.0	1.475	11.24	0.0	11.41	0.2719	0.6516	13.23	6.958	0.0	8.091	0.0	13.26	0.0	6.83	17.68	0.0
contig_39674	14.01	0.0	1.648	0.0	4.546	0.0	2.489	17.95	0.0	19.14	0.4494	0.0	13.75	19.17	0.0	10.67	0.0	8.126	0.0	6.585	10.73	0.0
contig_39685	27.84	2.247	106.9	0.8264	65.06	0.0	0.8362	38.1	0.2084	32.55	0.0	0.2189	23.81	36.9	0.0	38.38	0.6942	30.02	0.1513	58.31	31.2	0.0
contig_39687	3.648	0.0	1.372	0.0	5.141	0.0	0.246	5.05	0.0	8.645	0.0	0.0	7.242	3.023	0.0	6.093	0.0	3.353	0.0	5.884	3.197	0.0
contig_39698	30.95	0.0	3.858	0.4094	36.35	0.0	1.411	12.74	0.0	17.93	0.1357	0.0	16.95	13.33	0.0	10.44	0.0	11.6	0.0	11.36	7.578	0.0
contig_39712	12.2	6.68	14.94	0.6143	47.57	0.1729	1.627	19.79	0.1033	29.75	2.444	0.0	24.68	20.57	0.0	16.07	0.344	13.24	0.0	21.89	14.26	93.98
contig_39719	3.469	0.0	2.121	0.4105	3.261	3.206	40.31	3.814	0.0	5.04	0.0	5.219	3.582	7.67	1.584	16.57	0.5173	5.743	0.0	13.2	3.1	0.0
contig_39724	2.832	0.0	0.9991	0.0	2.756	0.0	0.2772	0.4772	0.0	2.354	0.0	0.4352	2.501	1.972	0.0	20.86	0.0	9.031	0.0	8.554	4.503	0.0
contig_39731	3.654	0.6702	15.36	0.0	51.06	0.1734	9.054	18.32	0.0	16.31	0.1362	0.0	17.84	56.97	0.0	25.51	0.0	27.32	0.0	9.22	9.906	0.0
contig_39733	5.751	0.6697	22.21	0.4105	15.58	275.6	0.9539	13.35	0.0	15.62	0.1361	0.0	14.75	15.34	0.0	16.38	0.0	18.2	0.0	12.44	9.299	0.0
contig_39734	4.019	0.0	4.246	0.0	21.11	0.0	0.8931	2.863	0.0	4.54	0.0	0.0	3.835	3.591	0.0	3.826	0.0	2.762	0.0	2.186	5.704	0.0
contig_39771	1.098	0.0	20.51	0.0	2.469	3.994	0.3083	2.771	0.0	1.683	0.0	0.0	4.674	3.173	0.0	1.915	0.0	1.495	0.0	9.326	2.104	0.0
contig_39776	1.83	0.0	0.0	0.0	2.47	0.0	0.987	1.625	0.0	7.999	0.0	0.0	22.46	14.53	0.0635	1.825	0.0	2.318	0.0	2.19	8.519	0.0
contig_39783	4.48	0.0	6.25	0.0	5.517	0.0	1.14	8.692	0.0	12.28	0.1363	0.4356	9.846	13.11	0.0	6.382	0.0	6.947	0.0	12.46	5.608	0.0
contig_39800	13.58	0.0	0.3538	0.0	6.369	0.2456	1.308	12.57	0.0	13.93	0.0	0.0	14.64	11.37	0.0	21.54	0.0	23.78	0.0	26.25	28.34	0.0
contig_39810	3.113	2.911	24.79	1.236	2.617	0.08693	0.2161	3.444	0.0	3.202	0.0	0.2181	3.928	3.6	23.64	6.209	0.0	7.781	0.0	6.574	6.119	0.7256
contig_39853	60.55	0.0	2.037	0.0	22.58	0.5143	5.114	48.82	0.0	49.49	0.0	0.0	39.06	32.06	0.376	34.85	0.0	39.62	0.223	43.41	41.99	0.5366
contig_39863	7.558	1.192	20.5	0.0	16.36	0.0	0.452	4.712	0.0	6.058	0.0	0.0	6.119	6.578	0.0	11.18	0.0	8.566	0.0	6.849	6.276	0.483
contig_39869	0.3669	0.0	3.26	0.0	0.0	0.0	1.762	1.341	0.0	0.0	0.0	0.0	22.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_39871	0.7338	0.0	6.646	0.0	1.966	0.0	0.2164	2.108	0.0	5.402	0.0	0.0	4.353	3.606	0.0	6.859	0.0	11.02	0.0	10.31	8.339	0.0
contig_39875	11.84	0.2244	0.0	0.0	7.504	0.0	0.9589	1.821	0.0	4.053	0.0	0.0	1.172	0.2829	0.0	0.0	0.0	0.2999	0.0	0.1909	0.402	0.0
