Contig	FAME000001	FAME000002	FAME000003	FAME000004	FAME000005	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000015	FAME000016	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
contig_36913	41.7	0.3975	2.111	0.1828	17.75	0.6173	3.918	33.97	0.0	36.2	0.0	0.0	42.06	34.34	0.1128	59.25	0.0	56.72	0.0	86.35	67.93	0.161
contig_36922	1.3	0.0	0.8884	0.0	3.096	0.0	1.287	2.037	0.0	10.91	0.0	0.0	36.03	21.29	0.1127	2.106	0.0	3.65	0.0	1.606	11.48	0.0
contig_36925	60.66	0.0	0.5558	0.0	17.3	0.0	1.014	15.88	0.0	12.42	1.091	0.0	12.91	6.832	0.0	5.432	0.0	5.78	0.0	18.02	7.125	0.0
contig_36928	10.03	0.0	3.81	0.0	23.23	89.16	1.738	13.98	0.0	15.0	0.0	0.0	13.1	8.916	0.0	22.37	0.5265	15.48	0.0	12.03	18.77	0.0
contig_36935	6.019	8.951	4.782	2.195	8.654	0.9266	0.7952	12.66	0.738	23.73	112.1	1.163	14.03	15.17	1.016	6.651	4.917	4.253	0.9374	4.993	7.217	1.128
contig_36936	2.116	0.398	0.0	0.0	0.9045	0.0	0.2743	5.27	0.0	17.45	0.0	0.0	3.565	24.09	0.0	0.1623	0.0	0.5983	0.0	0.3386	1.604	0.0
contig_36941	4.15	40.39	10.79	0.0	7.042	0.0	0.96	8.331	0.0	8.162	0.0	0.0	8.986	16.87	0.0	12.98	0.0	6.848	0.0	6.265	4.902	0.0
contig_36960	17.1	1.195	55.44	296.3	32.91	0.2319	26.46	23.05	142.8	43.09	148.0	27.35	55.36	42.56	60.47	41.73	282.1	36.86	120.8	31.01	41.74	173.6
contig_36967	7.901	0.3984	4.12	0.0	16.82	0.0	1.236	9.105	0.09238	11.54	0.0	0.0	13.08	8.289	0.1131	5.604	0.0	8.652	0.0	5.424	13.21	0.0
contig_36979	2.527	0.0	0.6687	0.0	0.7119	0.0	0.08244	1.618	0.0	1.65	0.0	0.1942	1.265	2.702	0.0	17.8	0.0	1.199	0.0	1.781	1.339	0.0
contig_36983	262.4	0.7982	12.38	0.734	88.44	0.4648	21.9	220.5	0.1851	200.9	0.6084	0.1944	250.4	206.7	0.5097	332.1	0.6166	331.2	0.2687	362.9	355.4	1.293
contig_36992	4.486	0.0	0.0	0.0	1.166	0.0	9.844	5.028	0.185	1.727	0.0	0.0	1.191	7.106	0.0	0.244	0.0	0.2666	0.0	0.0	0.1787	0.0
contig_37010	25.45	0.0	2.118	0.0	28.73	0.0	0.7833	8.67	0.0	9.877	0.0	0.0	13.53	8.871	0.0	0.7724	0.0	1.899	0.0	14.74	6.545	0.0
contig_37019	2.533	0.0	2.234	0.0	1.882	0.0	0.05509	3.927	0.0	2.406	0.0	0.0	0.8204	2.457	0.0	18.33	0.0	3.672	0.0	14.11	2.864	0.0
contig_37020	12.59	0.7999	8.497	0.0	19.48	0.1553	1.737	14.69	0.0	19.87	0.0	0.0	18.66	12.8	0.0	11.82	0.0	15.5	0.0	11.91	23.74	0.162
contig_37035	6.217	0.0	10.62	0.0	19.42	7.144	1.269	11.37	0.0	13.7	0.0	0.0	10.9	11.04	0.05678	11.91	0.0	13.44	0.0	10.38	11.83	0.0
contig_37042	0.08184	0.0	0.0	0.0	0.2599	0.0	0.1379	0.9405	0.0	0.3765	0.0	0.0	3.809	14.57	0.0	7.1	0.0	1.404	0.0	1.107	1.524	0.0
contig_37058	4.255	0.0	0.0	0.0	0.13	0.0	0.3035	27.62	0.0	0.2259	0.0	0.0	5.079	4.164	0.0	0.0	0.0	0.0	0.0	0.7663	0.0	0.0
contig_37062	8.841	0.0	23.28	0.3682	11.11	0.0	1.297	10.26	0.0	15.22	0.0	0.0	13.07	11.93	0.0	13.55	0.0	14.72	0.0	17.8	10.49	0.0
contig_37074	33.29	0.6015	7.846	0.0	43.03	0.0	0.6356	17.64	0.0	14.49	0.489	0.0	17.88	17.38	0.0	14.14	0.6195	11.86	0.0	12.71	29.99	0.0
contig_37082	20.5	0.4011	13.34	0.3689	39.4	0.0	2.654	22.28	0.0	31.55	0.2446	0.1954	33.91	19.85	0.0	19.14	0.0	27.74	0.2701	13.74	35.93	0.0
contig_37085	2.132	0.0	2.691	0.0	2.084	0.0	0.08294	1.799	0.0	6.038	0.0	0.0	5.464	1.517	0.0	4.907	0.0	2.01	0.2701	2.731	3.773	0.0
contig_37091	0.5743	0.0	0.0	0.0	0.0	0.0	0.9127	0.08571	0.0	2.34	0.0	0.0	32.87	0.5692	0.0	0.1636	0.31	0.3352	0.0	0.1707	5.302	0.0
contig_37097	18.62	0.0	0.0	0.0	0.0	0.0	1.217	0.8571	0.0	1.812	0.0	0.0	0.0	0.3162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_37101	2.462	0.2007	25.02	0.0	5.865	0.07791	0.1383	4.716	0.0	5.664	15.05	0.0	6.517	8.225	0.0	5.401	0.0	5.767	0.0	7.515	5.574	0.0
contig_37103	24.22	0.0	92.57	0.0	59.87	0.1538	1.201	35.28	0.1837	29.22	0.0	0.5788	24.61	28.91	0.0	32.95	0.0	24.29	0.0	49.55	33.09	0.0
contig_37121	10.2	0.2011	57.44	0.3698	10.9	0.0	1.968	19.41	0.0	22.55	0.0	0.0	14.93	19.08	0.1141	24.92	0.0	22.71	0.2707	31.82	14.95	0.0
contig_37137	0.2465	0.6028	0.4493	0.0	0.1957	0.07799	0.05539	0.8583	0.0	1.663	0.0	0.0	1.35	0.76	0.114	3.769	0.0	15.24	0.0	0.4274	2.97	0.0
contig_37150	10.2	2.212	2.698	0.3698	10.25	0.7805	0.5266	7.387	0.373	16.27	0.8582	0.1959	10.21	9.127	1.655	5.001	0.1553	4.971	14.62	2.738	9.637	0.3257
contig_37151	37.47	0.0	1.897	0.0	25.8	0.0	0.5228	6.055	0.0	6.986	0.1217	0.3889	9.015	5.978	0.0	3.175	0.0	5.536	0.0	14.52	11.27	0.0
contig_37158	6.537	0.0	0.5765	0.0	1.088	0.0	0.2843	3.304	0.0	12.22	0.0	0.0	7.409	11.22	0.0	0.0	0.0	0.4307	0.0	0.0	22.87	0.0
contig_37169	17.62	0.0	29.55	0.0	51.25	0.0	0.8983	25.05	0.1679	24.66	0.0	0.3527	16.62	23.28	0.0	36.46	0.0	29.88	0.4875	44.98	22.54	0.0
contig_37195	8.823	0.0	0.0	0.0	0.0	0.0	7.922	0.08615	0.0	0.1518	0.0	0.0	0.0	0.5085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_37203	4.208	0.2018	5.528	0.0	11.33	0.1567	1.28	11.29	0.2807	13.9	0.0	0.0	16.12	11.07	0.0	4.032	0.0	6.001	0.0	3.348	6.598	0.0
contig_37210	43.64	0.6052	32.82	0.371	50.43	44.79	4.338	42.23	0.3742	64.07	0.492	0.393	91.17	59.07	0.229	27.23	0.4675	30.94	0.8148	31.41	57.38	0.817
contig_37224	107.2	111.8	170.8	224.4	193.4	232.7	30.13	138.0	117.6	169.0	71.5	17.24	165.3	152.2	156.3	122.6	198.8	160.9	325.9	126.2	178.9	150.1
contig_37225	2.225	107.2	1.352	0.3706	3.925	0.1564	0.5278	5.165	0.0	5.005	0.0	0.0	11.66	5.082	0.0	13.15	0.3113	12.46	0.0	12.95	24.19	0.0
contig_37230	0.9913	0.0	0.2259	0.0	3.87	0.0	1.42	1.122	0.0	15.36	0.0	0.0	35.51	8.151	0.0	3.048	0.0	3.307	0.544	1.031	12.58	0.0
contig_37233	19.25	0.0	0.0	0.0	4.396	0.0	0.1671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_37248	1.985	0.0	0.4522	0.0	4.925	0.0	0.7806	7.603	0.0	5.099	0.0	0.0	8.755	4.144	0.0	3.381	0.0	3.514	0.4085	12.05	1.54	0.0
contig_37258	5.208	0.0	4.408	0.0	3.347	0.8632	0.2508	6.995	0.0	4.032	0.0	0.0	5.357	8.731	0.0	7.007	0.0	5.606	0.0	17.72	6.52	0.0
contig_37264	7.534	0.4049	54.33	0.0	13.61	0.0	29.47	13.75	0.0	14.48	0.0	0.0	16.02	22.85	75.1	36.9	0.4692	23.54	0.2726	15.85	15.33	153.7
contig_37266	4.883	0.6071	29.53	0.1861	8.016	0.0	1.339	7.09	0.0	14.01	0.0	0.0	8.082	13.46	0.0	18.07	0.0	14.0	0.0	19.03	12.87	0.0
contig_37313	2.819	0.0	0.4534	0.0	3.489	0.0	0.4751	3.898	0.0	4.349	0.0	0.0	4.54	1.981	0.0	0.9094	0.0	2.303	0.0	0.4313	3.542	0.0
contig_37314	2.652	0.0	0.0	0.0	1.711	0.0	4.107	4.762	0.0	8.161	0.2472	0.0	19.82	13.29	0.0	0.4959	0.0	3.115	0.0	0.08623	2.088	0.0
contig_37359	21.69	0.0	14.09	1.868	40.84	0.07887	2.661	19.44	0.0	25.62	0.0	0.1979	22.6	23.38	0.0	12.93	0.0	10.45	0.0	12.36	14.93	0.0
contig_37377	6.236	0.0	25.35	0.0	4.621	0.0	0.2803	3.996	0.0	3.979	0.0	0.0	1.897	5.577	0.0	3.482	0.0	6.93	0.0	4.066	2.459	0.0
contig_37380	26.28	0.0	0.2274	0.0	0.9243	0.0	0.7008	4.691	0.0	1.454	0.0	0.0	4.25	1.41	0.0	0.0	0.3142	0.5435	0.0	2.163	0.4554	0.0
contig_37393	3.242	0.0	17.27	0.0	7.458	0.0	0.4763	4.516	0.0	5.66	0.0	0.0	7.434	4.421	0.0	6.465	0.0	5.637	0.0	8.735	6.555	0.0
contig_37402	4.314	0.0	1.588	0.0	2.174	1.733	0.2238	2.514	0.0	2.749	0.2474	0.0	3.18	3.39	21.08	15.8	0.3135	5.355	0.0	7.424	6.907	0.0
contig_37405	89.21	201.6	446.8	0.7521	244.0	34.21	7.469	145.3	0.9482	142.2	45.63	0.0	110.9	199.8	69.29	211.9	1.422	175.6	439.7	218.3	173.7	0.0
contig_37408	52.68	0.2029	3.516	0.0	18.45	0.0	3.944	42.47	0.0	42.07	0.2474	0.1977	45.74	41.38	0.0	63.37	0.1567	67.04	0.0	67.16	71.62	0.3287
contig_37418	4.046	0.4039	31.84	218.0	6.163	0.1568	15.12	5.09	0.4682	7.599	0.0	0.0	9.873	8.976	0.05731	18.69	0.312	10.59	0.0	8.764	6.332	189.6
contig_37443	2.41	0.0	0.5682	0.0	3.3	0.0	0.3923	5.123	0.0	6.884	0.0	0.0	3.414	4.421	0.0	3.315	0.0	3.667	0.0	4.497	6.738	0.0
contig_37495	5.846	0.0	0.0	0.0	0.0	0.0	1.014	8.114	0.0	0.0	0.0	0.0	10.82	0.0	0.0	0.0	0.0	3.002	0.0	0.0	4.666	0.0
contig_37504	8.695	0.0	5.258	0.0	14.14	0.0	1.494	11.44	0.0	14.39	0.0	0.0	12.13	8.765	0.0	9.338	0.0	8.949	0.0	5.741	12.0	0.0
contig_37526	14.57	0.0	0.3301	0.3619	5.367	0.0	2.008	12.11	0.0	15.18	0.48	0.0	11.38	14.14	0.0	30.98	0.3041	33.93	0.0	31.74	31.29	0.0
contig_37543	11.46	0.4091	0.5717	0.0	6.508	0.0	0.2538	4.631	0.0	3.848	0.0	0.0	6.183	12.19	366.4	6.422	40.13	8.816	0.0	6.527	14.29	0.6627
contig_37572	36.38	0.0	0.2292	0.0	0.6655	0.0	0.05651	2.189	0.0	0.4628	0.0	0.0	0.8415	0.1292	0.0	0.0	0.0	0.06849	0.0	0.0	0.1836	0.0
contig_37573	4.452	0.0	6.776	0.0	9.738	0.1595	0.708	11.06	0.0	13.22	0.0	0.0	11.65	20.46	0.0	8.293	0.0	9.404	0.0	12.67	6.994	0.0
contig_37596	5.444	0.0	1.718	0.0	4.921	0.0	1.073	16.28	0.0	19.12	0.0	0.0	11.7	10.33	0.0	3.675	0.0	4.038	0.0	2.092	5.413	0.0
contig_37599	2.434	0.0	0.0	0.0	0.2666	0.0	0.0566	0.9647	0.0	11.36	0.0	0.0	5.899	8.413	0.0	0.0	0.0	1.372	0.0	0.0	1.839	0.0
contig_37600	0.5037	0.0	0.0	0.0	87.31	0.0	0.0	0.4385	0.0	1.545	1.377	0.0	3.524	2.071	0.0	0.08371	0.3172	0.3429	0.0	3.057	0.09195	0.0
contig_37615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_37620	8.821	0.0	0.3446	0.0	5.203	0.0	1.926	7.109	0.0	7.963	0.0	0.0	12.27	7.188	0.0	16.5	0.0	16.61	0.2766	19.06	13.62	0.0
contig_37636	2.857	0.0	10.57	0.189	4.204	1.994	0.1983	6.146	0.0	4.563	0.0	0.0	11.12	11.08	60.78	7.626	0.3175	8.583	0.0	5.509	5.8	0.1665
contig_37639	3.534	0.6172	2.646	0.0	1.804	0.0	0.08508	3.428	0.0	5.574	0.0	0.0	2.918	2.011	0.1168	16.19	0.0	8.936	0.277	3.239	4.331	0.0
contig_37679	4.541	0.0	3.449	0.0	22.97	0.0	0.7088	7.293	0.0	6.811	0.2508	0.0	10.13	7.132	0.0	8.889	0.0	5.497	0.0	7.613	6.725	0.0
contig_37690	18.55	0.0	0.1148	0.0	11.6	0.07969	1.132	18.33	0.0	16.69	0.0	0.0	21.99	21.61	0.1165	7.869	0.0	4.115	0.1382	11.35	11.95	0.0
contig_37699	10.37	0.0	0.9219	0.0	7.763	0.16	0.4546	10.04	0.0	11.4	0.0	0.0	12.85	18.06	0.0	1.093	0.0	3.719	0.0	10.87	9.325	0.0
contig_37704	2.276	0.4122	3.457	0.0	3.145	320.2	0.5683	8.101	0.0	14.27	0.0	0.2008	7.769	6.238	0.117	4.959	0.0	3.994	0.0	4.473	6.74	0.0
contig_37705	5.984	0.0	11.41	0.0	23.42	0.0	0.7956	8.806	0.0	16.99	0.0	0.0	7.231	16.18	0.0	13.95	0.4777	10.12	0.0	30.61	5.909	0.3339
contig_37708	122.5	32.41	159.7	293.8	205.0	124.8	40.41	128.5	146.0	163.0	179.7	64.75	129.9	123.8	125.4	109.1	303.8	112.2	66.01	88.09	113.9	192.5
contig_37709	4.892	0.6188	4.267	0.0	16.74	41.8	0.5971	6.169	0.0	6.676	0.0	0.0	4.157	4.617	0.0	6.645	1.115	5.376	0.0	5.441	8.038	0.0
contig_37720	6.244	0.0	1.269	0.0	9.112	0.0	0.3413	11.2	0.0	11.41	0.0	0.0	17.4	2.472	0.0	0.6731	0.0	1.379	0.0	5.707	4.252	0.3343
contig_37722	12.06	0.0	4.267	0.0	22.44	0.0	1.422	11.28	0.0	13.97	0.0	0.0	18.86	10.6	0.0	7.822	0.0	14.34	0.0	5.793	18.02	0.0
contig_37727	5.894	0.0	2.187	0.0	12.43	0.07992	1.902	7.74	0.191	12.32	0.0	0.0	16.44	5.841	0.0	5.625	0.0	15.13	0.2772	5.519	10.33	0.0
contig_37734	5.149	0.0	7.501	0.0	12.4	0.0	0.0	6.085	0.0	5.36	0.0	0.0	2.465	6.637	0.0	3.114	0.0	4.897	0.0	7.641	4.808	0.0
contig_37746	5.069	0.2066	0.462	0.0	4.561	0.0	0.4556	3.442	0.0	6.608	0.0	0.0	3.855	6.512	0.0	4.465	0.4788	3.52	0.0	1.406	4.164	0.0
contig_37748	17.4	0.6197	10.97	0.0	40.51	0.2406	2.762	29.21	0.2874	38.25	0.0	0.4025	31.69	18.62	0.1759	9.182	0.0	20.57	0.0	9.229	27.58	0.0
contig_37761	2.958	0.0	1.04	0.0	3.556	0.0	0.8261	6.18	0.1917	4.666	0.0	0.0	3.394	7.492	0.0	5.983	0.0	6.421	0.0	3.781	17.13	0.0
contig_37775	10.82	0.0	3.698	0.0	18.19	0.0	1.881	14.22	0.0	23.11	0.0	0.0	13.04	12.64	0.1173	6.491	0.0	8.496	0.0	4.662	9.538	0.0
contig_37785	6.932	101.5	17.11	0.0	11.88	0.2408	0.9119	13.69	0.0	10.19	110.8	0.4028	18.83	12.45	0.0	12.22	0.0	7.805	0.2784	10.82	7.501	0.0
contig_37789	8.463	0.207	12.26	0.3806	20.02	0.0	1.056	9.814	0.0	9.346	0.3786	0.4032	13.36	11.35	0.0	9.114	0.0	15.7	0.0	4.315	15.57	0.0
contig_37806	197.3	1132.0	514.2	1433.0	397.3	2009.0	130.2	342.0	792.6	423.2	2692.0	7.463	388.4	451.6	915.7	371.7	1742.0	380.7	1400.0	303.9	338.5	985.8
contig_37824	11.18	0.0	0.0	0.0	0.0	0.0	7.712	0.0	0.0	0.1559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_37845	1.102	0.0	1.971	0.0	1.885	0.161	0.0	0.7087	0.0	1.405	0.0	0.0	0.6191	1.307	0.0	5.411	0.0	2.217	0.0	14.2	1.579	0.168
contig_37867	11.8	0.0	5.919	0.0	15.1	0.0	1.03	9.932	0.0	11.87	0.0	0.0	11.0	10.34	0.0	6.179	0.0	7.837	0.0	4.681	12.55	0.0
contig_37881	10.11	178.0	16.83	0.0	18.61	0.1612	0.6584	8.25	0.0	9.377	0.0	0.0	11.86	16.37	0.0	7.705	0.1604	9.436	0.1398	7.952	4.744	0.0
contig_37882	9.62	0.2978	7.824	0.0	23.78	0.0	0.6568	6.87	0.0	12.1	0.0	0.0	11.11	9.481	0.0	4.614	0.0	6.268	0.0	2.914	12.54	0.0
contig_37893	39.33	0.0	12.31	0.0	43.44	0.0	1.088	20.5	0.0	37.84	0.38	0.4047	29.69	14.67	0.0	19.91	0.0	52.4	0.1399	10.08	14.8	0.0
contig_37899	30.61	0.0	9.853	0.0	23.23	0.161	0.6574	4.429	0.0	6.788	0.0	0.0	10.29	8.04	0.0	1.184	0.0	2.84	0.0	20.03	11.7	0.0
contig_37906	16.25	0.0	130.5	0.0	62.45	0.9643	0.6849	25.77	0.3291	21.5	0.0	0.3457	23.44	31.21	0.2014	41.96	0.0	27.86	0.0	51.34	35.61	0.0
contig_37913	0.4252	0.0	0.3488	0.5737	92.24	0.0	0.086	0.3554	0.0	11.97	0.0	0.0	0.4657	0.5245	0.0	0.1696	0.0	0.7643	0.0	0.5309	5.124	0.0
contig_37922	30.3	0.0	0.0	0.0	2.162	0.0	0.6312	0.08891	0.0	0.0	0.0	0.0	0.1553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1864	0.0
contig_37928	17.53	0.0	15.24	0.7655	28.18	0.08079	1.492	12.63	0.0	16.06	124.9	0.0	17.24	10.3	0.1181	7.044	0.0	10.29	0.2802	4.073	15.1	8.767
contig_37929	15.81	0.0	0.4649	0.0	14.04	0.1614	0.4299	10.21	0.0	13.61	0.0	0.0	9.31	12.45	0.0	2.119	0.0	1.181	0.0	3.627	6.332	0.0
contig_37942	4.192	29.76	26.99	0.0	6.978	248.9	1.322	12.57	0.0	13.69	0.0	0.0	11.11	14.8	0.0	15.37	0.0	12.93	0.0	10.41	13.33	0.0
contig_37967	5.114	1.459	7.924	0.575	14.08	0.0	0.9482	7.213	0.0	11.69	0.0	0.0	8.012	10.71	0.7099	12.41	0.0	11.7	0.0	18.27	7.563	0.8442
contig_37973	9.113	0.0	0.2623	0.0	4.646	0.0	0.9055	26.36	0.0	12.01	0.0	0.4571	21.8	22.55	0.0	3.539	0.0	6.035	0.0	16.17	3.573	0.0
contig_37981	10.57	0.0	0.1165	0.0	20.43	0.0	1.35	17.89	0.1933	17.33	0.0	0.0	21.31	14.19	0.0	2.039	0.0	4.734	0.0	6.028	6.906	0.0
contig_37996	13.66	0.0	6.069	0.192	17.69	0.0	1.295	5.618	0.0	10.92	0.0	0.0	8.959	6.712	0.0	7.746	0.0	7.184	0.2811	5.063	8.041	0.0
contig_37997	8.293	272.6	10.17	0.0	22.06	33.11	1.441	25.81	0.0	22.11	0.0	0.2037	22.7	20.76	0.0	20.54	0.323	21.51	0.0	19.12	18.64	0.0
contig_38011	0.5982	0.0	0.9347	0.0	0.0	0.0	0.08642	0.5357	0.0	1.494	0.0	0.0	0.6239	12.32	0.0	0.6817	0.0	0.0	0.0	0.0	0.0	0.0
contig_38016	2.907	0.0	6.662	0.0	5.702	0.0	0.6052	5.359	0.0	7.08	0.0	0.0	9.363	9.622	156.9	10.06	11.79	5.239	0.0	18.06	5.057	0.0
contig_38038	3.337	0.0	0.3509	0.0	0.0	0.0	0.02884	3.039	0.0	0.1575	0.0	0.0	0.3123	10.42	0.0	0.0	0.0	0.4893	0.0	0.3561	0.1874	0.0
contig_38039	2.817	0.0	25.42	0.0	23.26	0.0	0.7598	11.68	0.0	13.83	0.0	0.0	7.8	11.15	0.0	11.99	0.0	12.28	0.0	19.15	9.155	0.0
contig_38058	1.97	0.0	0.8197	0.0	0.8161	0.0	0.05775	0.4474	0.0	12.77	0.0	0.0	1.094	1.849	0.0	0.0	0.0	1.47	0.0	0.0	0.6567	0.0
contig_38061	1.799	0.0	18.85	0.0	2.38	16.75	0.2021	2.505	0.0	2.916	0.0	0.0	3.987	1.783	0.0	3.16	0.0	1.96	0.141	4.189	4.691	0.1697
contig_38063	44.13	0.6286	0.2343	0.0	1.088	0.0	0.3466	12.26	0.0	0.2365	0.0	0.0	2.268	1.189	0.0	0.0	0.0	0.0	0.0	0.1783	0.0	0.0
contig_38067	8.829	0.0	0.2344	0.0	2.314	0.0	0.1156	4.746	0.0	4.575	0.0	0.6126	4.224	2.379	0.0	4.188	0.0	6.023	0.0	3.746	10.52	0.0
contig_38072	2.058	0.0	4.924	0.0	11.44	0.0	0.1734	0.8958	0.0	1.42	0.0	0.4085	2.191	4.363	0.0	0.855	0.162	3.153	0.0	2.409	0.5636	0.0
contig_38074	13.98	0.0	29.81	0.0	5.453	0.0	1.381	6.419	0.0	13.75	0.0	0.0	4.728	12.17	0.0	19.82	0.0	17.33	0.0	19.05	13.99	0.0
contig_38076	16.33	0.0	1.987	0.3845	13.85	0.0	0.6052	7.145	0.0	8.261	0.0	0.0	6.788	11.86	0.0	1.875	0.646	1.607	0.0	13.08	3.278	0.0
contig_38079	1.801	9.646	3.282	0.0	1.634	0.0	0.1156	3.225	0.0	2.209	13.55	0.0	1.643	3.834	0.0	1.112	0.0	1.752	0.0	12.76	1.785	0.0
contig_38083	2.056	0.0	0.9368	0.0	2.108	0.0	0.231	10.29	0.0	8.907	0.0	0.0	10.94	6.867	0.0	0.5979	0.0	1.05	0.0	0.5347	8.069	0.0
contig_38094	4.691	0.2086	1.399	0.0	21.06	8.259	0.1438	7.04	0.09673	4.239	0.8903	0.0	6.851	4.274	0.0592	9.441	0.0	8.503	0.0	6.656	16.16	1.352
contig_38108	68.79	1.581	15.03	0.0	41.48	0.0	9.72	79.84	0.0	77.82	0.0	1.232	92.28	76.15	0.2692	120.7	1.221	116.6	0.0	123.9	123.9	0.0
contig_38114	4.555	0.0	0.705	0.0	3.958	0.0	0.1738	2.065	0.0	3.954	0.0	0.0	1.961	1.789	0.0	2.657	0.0	0.632	0.0	0.7154	2.542	0.0
contig_38127	127.1	1.049	517.1	3.666	282.0	216.4	25.89	200.5	41.65	183.7	137.7	32.5	176.5	233.4	170.8	253.9	79.76	201.2	8.336	241.6	197.7	227.1
contig_38129	4.643	0.4205	7.875	0.0	22.32	9.141	0.7246	9.79	0.0975	12.66	0.0	23.35	10.67	10.27	3.163	11.57	0.1624	7.587	0.0	9.303	5.933	0.0
contig_38134	78.09	1.472	207.8	0.3868	128.2	18.45	18.93	113.4	562.1	132.7	19.49	2.049	116.4	136.3	14.27	148.8	53.78	140.1	24.64	128.4	123.8	92.17
contig_38164	3.273	0.0	0.0	0.0	0.0	0.0	0.2613	34.65	0.0	0.1585	0.0	0.0	2.751	1.129	0.0	0.0	0.0	2.111	0.0	2.868	0.0	0.0
contig_38197	9.482	1.686	13.55	0.0	11.98	0.0	0.7846	8.645	0.0	8.805	0.0	4.929	9.126	20.0	0.0	26.65	0.1628	20.0	0.0	17.85	11.14	0.0
contig_38200	5.525	4.645	52.17	1.165	13.57	0.9015	0.4365	7.215	0.3916	6.832	2.317	1.645	6.067	6.855	1.138	7.834	4.077	5.22	1.137	7.366	8.7	1.026
contig_38205	3.107	1.266	20.18	0.0	6.03	0.4915	0.5237	6.672	0.1957	5.718	1.802	38.65	8.821	9.646	9.344	6.454	0.3261	6.276	39.93	9.069	6.05	0.171
contig_38209	5.955	0.211	10.62	0.0	16.99	10.98	0.9891	9.827	0.0	12.07	0.2574	0.0	14.81	12.24	32.04	12.05	0.0	12.2	0.0	9.428	9.548	45.99
contig_38250	3.864	0.42	12.68	0.3862	8.455	71.17	0.8974	8.703	0.0	10.59	0.0	0.0	13.56	12.38	0.0	8.221	0.0	8.631	0.0	8.31	8.842	0.0
contig_38261	3.367	0.0	1.534	0.0	1.577	0.0	0.0	5.141	0.0	0.715	0.0	0.0	1.103	4.06	0.0	18.16	0.0	4.585	0.0	8.893	3.215	0.342
contig_38266	10.18	89.32	4.641	0.0	7.115	0.0	0.5492	7.943	0.0	8.621	0.0	76.98	10.9	18.32	0.0	16.92	0.0	17.86	0.0	7.346	9.37	0.0
contig_38273	4.847	63.72	1.893	0.0	4.399	0.08217	0.4085	3.346	0.0	3.744	0.0	0.0	3.95	15.28	0.0	5.697	0.0	4.244	0.0	3.242	5.215	0.0
contig_38321	5.639	0.0	2.372	0.0	10.61	0.2471	1.667	7.161	0.0	17.8	0.0	0.0	8.947	6.554	0.06022	1.471	0.0	1.701	0.0	3.34	4.942	0.3437
contig_38373	6.492	0.0	0.102	0.0	7.229	0.0	1.937	17.07	0.0	15.52	0.2226	0.3556	23.7	28.07	0.0	43.61	0.0	36.16	0.0	34.24	35.48	0.1478
contig_38383	4.868	0.0	0.0	0.0	0.4141	0.0	0.1172	1.271	0.0	14.56	0.0	0.0	4.681	15.28	0.0	0.0	0.0	0.5682	0.0	0.0	0.5713	0.0
contig_38393	48.89	4.68	245.1	74.14	87.86	10.65	11.14	76.7	41.93	89.82	103.9	5.181	85.43	104.1	4.045	114.9	86.11	100.2	237.2	116.0	90.33	7.41
contig_38403	9.743	0.0	7.136	0.0	25.14	0.0	0.9677	9.906	0.0	11.45	0.0	0.0	12.39	8.248	0.06038	7.287	0.6574	11.09	0.0	5.883	17.82	0.0
contig_38406	3.654	0.0	0.3568	0.0	1.45	0.0	0.0	1.091	0.0	1.681	0.0	0.0	1.588	11.6	0.0	0.0	0.0	0.4265	0.0	0.0	1.429	0.0
contig_38429	12.01	0.2129	6.546	0.5873	24.95	0.0	1.82	19.92	0.1975	22.83	0.2596	0.4148	18.83	13.56	0.0	9.202	0.0	9.674	0.0	4.801	14.11	0.0
contig_38447	13.07	0.6351	6.272	0.0	23.64	0.0	1.517	9.948	0.0	11.31	0.0	0.0	9.322	7.741	0.0	6.733	0.1635	8.063	0.0	6.395	14.98	0.0
contig_38462	0.2614	0.0	0.0	0.0	4.496	0.0	0.4405	4.642	0.0	4.971	0.0	0.0	8.429	5.306	0.1209	17.29	0.0	12.03	0.0	13.6	15.17	0.1726
contig_38463	23.45	0.0	0.0	0.0	0.0	0.0	0.0	0.09106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08691	0.0	0.0	0.0	0.0	0.0	0.0
contig_38464	10.41	0.3348	28.45	0.6158	1.739	0.0	107.5	11.87	0.0	13.48	1.633	0.0	17.49	35.57	467.9	54.88	1.293	39.49	0.9017	16.67	18.45	731.8
contig_38486	11.67	0.8516	2.857	0.5873	4.7	0.1653	693.9	4.184	0.7898	3.846	0.6491	1.867	4.767	3.557	868.2	4.775	1.316	2.988	1.863	3.442	3.91	0.6898
