species	FAME000016	FAME000003	FAME000008	FAME000022	FAME000023	FAME000015	FAME000001	FAME000018	FAME000013	FAME000019	FAME000006	FAME000011	FAME000014	FAME000002	FAME000012	FAME000009	FAME000020	FAME000010	FAME000017	FAME000005	FAME000007	FAME000004
Klebsiella phage CX1							0.0011534845807948662														0.0005300259712725924	
Klebsiella phage KL							0.0009612371506623885															
Klebsiella phage KMI1							0.0001922474301324777															
Klebsiella phage KMI3							0.027491382508944312							0.0015041212923410144						0.017236881335718546	0.019080934965813326	
Klebsiella phage KMI7							0.0001922474301324777						0.00046938219914947947				0.0007409767555591781				0.0010600519425451847	
Klebsiella phage KPP95							0.0001922474301324777															
Klebsiella phage KPR2							0.0021147217314572545													0.0018634466308884913	0.005300259712725923	
Klebsiella phage Magnus							0.0001922474301324777															
Klebsiella phage Pylas							0.0003844948602649554						0.00046938219914947947					0.0015629640049389664		0.00046586165772212284		
Klebsiella phage ST11-OXA245phi3.1							0.0011534845807948662						0.0032856753940463564								0.0005300259712725924	
Klebsiella phage Skenny							0.0001922474301324777															
Klebsiella phage Spivey							0.0003844948602649554															
Klebsiella phage VLC2							0.001922474301324777													0.00046586165772212284	0.0021201038850903694	
Klebsiella phage VLC3							0.0005767422903974331															
Klebsiella phage VLC4							0.0028837114519871653													0.0009317233154442457	0.0005300259712725924	
Klebsiella phage VLC5							0.0005767422903974331														0.0021201038850903694	
Klebsiella phage VLC6							0.0005767422903974331														0.005830285683998516	
Klebsiella phage vB_KpnP_IME308							0.0011534845807948662													0.0009317233154442457		
Klebsiella phage vB_KpnP_IME335							0.0001922474301324777															
Klebsiella phage vB_KpnP_IME337							0.0005767422903974331														0.004240207770180739	
Klebsiella phage vB_KpnP_fHeKpn01							0.0048061857533119425													0.0013975849731663686		
Klebsiella phage vB_KpnS_Alina							0.003268206312252121															
Klebsiella phage vB_KpnS_Domnhall							0.0001922474301324777															
Klebsiella phage vB_KpnS_IMGroot							0.0001922474301324777															
Klebsiella phage vB_KpnS_KingDDD							0.0017302268711922994															
Klebsiella phage vB_KpnS_Penguinator							0.0026914640218546875															
Klebsiella phage vB_Kpn_F48							0.0001922474301324777															
Klebsiella virus AltoGao							0.010958103517551228						0.00046938219914947947					0.0020839520065852883		0.00838550983899821	0.0010600519425451847	
Klebsiella virus BO1E							0.006151917764239286						0.00046938219914947947							0.006987924865831842	0.0021201038850903694	
Klebsiella virus F19							0.004229443462914509													0.0032610316040548597	0.0021201038850903694	
Klebsiella virus GHK3							0.0003844948602649554															
Klebsiella virus IME260							0.0003844948602649554													0.0009317233154442457	0.0015900779138177772	
Klebsiella virus K11							0.0013457320109273438						0.00046938219914947947							0.0009317233154442457		
Klebsiella virus K244							0.0026914640218546875													0.00326103160405486	0.0010600519425451847	
Klebsiella virus KLPN1							0.0005767422903974331		0.0005876580065465102				0.0018775287965979179									
Klebsiella virus KOX1							0.0013457320109273438		0.0005876580065465102													
Klebsiella virus KP34							0.0015379794410598216														0.0026501298563629616	
Klebsiella virus KP36							0.0009612371506623885															
Klebsiella virus KPV811							0.007689897205299108													0.002795169946332737	0.007950389569088886	
Klebsiella virus Kp2							0.0023069691615897323													0.0009317233154442457	0.0026501298563629616	
Klebsiella virus KpCol1							0.0001922474301324777															
Klebsiella virus KpS2							0.0001922474301324777													0.00046586165772212284		
Klebsiella virus KpS8							0.0007689897205299108	0.00039815257206561556	0.0005876580065465102											0.00046586165772212284		
Klebsiella virus KpV475							0.0013457320109273438													0.00046586165772212284		
Klebsiella virus KpV763							0.0003844948602649554															
Klebsiella virus MezzoGao							0.0003844948602649554															
Klebsiella virus NJR15							0.0001922474301324777															
Klebsiella virus PKO111							0.0001922474301324777															
Klebsiella virus SU503							0.013649567539405917													0.00838550983899821	0.0015900779138177772	
Klebsiella virus Sushi							0.0003844948602649554															
Klebsiella virus kpssk3							0.0001922474301324777															
Klebsiella virus myPSH1235							0.0015379794410598216													0.0013975849731663686	0.0015900779138177772	
Lactobacillus phage JNU_P2							0.0001922474301324777															
Lactobacillus phage Lv-1							0.0001922474301324777															
Lactobacillus virus Lb							0.0001922474301324777										0.0022229302666775344					
Lactococcus phage 86501							0.0005767422903974331		0.0005876580065465102										0.0022638775695010415	0.0013975849731663686		
Lactococcus phage 936 group phage PhiC0139							0.0001922474301324777															
Lactococcus phage 96603							0.0001922474301324777													0.00046586165772212284		
Lactococcus phage AM12							0.0005767422903974331						0.0009387643982989589									
Lactococcus phage AM8							0.0003844948602649554											0.0005209880016463221		0.0009317233154442457	0.0005300259712725924	
Lactococcus phage LP9404							0.0001922474301324777															
Lactococcus phage P092							0.0001922474301324777															
Lactococcus phage bIL15							0.0001922474301324777															
Lactococcus virus bIL170							0.0001922474301324777		0.0011753160130930204													
Listeria phage A118							0.0001922474301324777															
Marseillevirus LCMAC103							0.0001922474301324777															
Moraxella phage Mcat3							0.0001922474301324777															
Morganella phage vB_MmoM_MP1							0.006151917764239286		0.0017629740196395305				0.00046938219914947947					0.0010419760032926442				
Mycobacterium phage Wanda							0.0001922474301324777															
Nitratiruptor phage NrS-1							0.0001922474301324777						0.00046938219914947947								0.0010600519425451847	
Pantoea phage vB_PagM_LIET2							0.0005767422903974331		0.0005876580065465102					0.003008242584682029							0.0005300259712725924	
Pantoea phage vB_PagS_AAS21							0.0003844948602649554													0.0037268932617769827		
Pectobacterium phage CX5-1							0.0005767422903974331															
Pectobacterium phage MA12							0.0001922474301324777															
Pectobacterium phage Wc4							0.0001922474301324777						0.007040732987242193								0.0005300259712725924	
Pectobacterium virus PPWS1							0.004037196032782032													0.00046586165772212284	0.0005300259712725924	
Pectobacterium virus Phoria							0.0011534845807948662															
Phage Altai3							0.0003844948602649554															
Pseudanabaena phage PA-SR01							0.0005767422903974331	0.00039815257206561556	0.0017629740196395305								0.0007409767555591781				0.0010600519425451847	
Pseudomonas phage KPP23							0.0001922474301324777	0.00039815257206561556	0.0005876580065465102													
Pseudomonas phage POR1							0.0001922474301324777													0.00046586165772212284		
Pseudomonas phage Quinobequin-P09							0.0001922474301324777															
Pseudomonas phage YMC11/07/P54_PAE_BP							0.0001922474301324777											0.0005209880016463221				
Pseudomonas phage vB_PaeM_PS119XW							0.0001922474301324777														0.0005300259712725924	
Pseudomonas virus Ab26							0.0001922474301324777															
Pseudomonas virus pf16							0.0009612371506623885		0.0017629740196395305				0.0009387643982989589					0.0005209880016463221				
Ralstonia phage RS138							0.0001922474301324777		0.0005876580065465102													
Salicola phage SCTP-2							0.004037196032782032		0.0011753160130930204				0.0014081465974484385					0.0010419760032926442			0.0005300259712725924	
Salinivibrio phage CW02							0.0001922474301324777															
Salmonella phage L6jm							0.0001922474301324777															
Salmonella phage LPST10							0.0003844948602649554															
Salmonella phage P46FS4							0.0005767422903974331	0.00039815257206561556														
Salmonella phage S123							0.0005767422903974331															
Salmonella phage SE5							0.16052660416061887		0.0005876580065465102									0.0005209880016463221			0.0010600519425451847	0.002902336380786533
Salmonella phage SPFM1							0.0001922474301324777															
Salmonella phage SPFM19							0.0003844948602649554						0.002816293194896877							0.00046586165772212284	0.0010600519425451847	
Salmonella phage SPFM21							0.0028837114519871653						0.004693821991494795								0.0015900779138177772	
Salmonella phage SPFM3							0.0015379794410598216						0.0018775287965979179							0.00046586165772212284		
Salmonella phage ST-3							0.00249921659172221															
Salmonella phage STP03							0.0001922474301324777											0.0005209880016463221		0.0009317233154442457		
Salmonella phage Season12							0.0001922474301324777											0.0005209880016463221				
Salmonella phage VB_StyS_BS5							0.0001922474301324777															
Salmonella phage horsemountain							0.0001922474301324777											0.0010419760032926442				
Salmonella phage vB_SenM_SB18							0.010189113797021318															
Salmonella phage vB_SenS_phi135							0.0001922474301324777															
Salmonella virus FSL SP-076							0.0001922474301324777										0.0007409767555591781					
Salmonella virus LVR16A							0.0003844948602649554															
Salmonella virus SETP3							0.0001922474301324777															
Salmonella virus SP01							0.0001922474301324777															
Salmonella virus STML131							0.0015379794410598216						0.008918261783840111							0.00046586165772212284		
Salmonella virus Spp16							0.0003844948602649554															
Serratia phage X20							0.0001922474301324777											0.0005209880016463221				
Serratia virus BF							0.003268206312252121						0.0014081465974484385				0.0007409767555591781	0.004688892014816899		0.007919648181276088	0.0031801558276355543	
Shigella phage MK-13							0.0003844948602649554						0.00046938219914947947									
Shigella phage vB_SdyM_006							0.0003844948602649554						0.0014081465974484385					0.0015629640049389664				
Shigella virus SFN6B							0.003652701172517076													0.00046586165772212284	0.0037101817989081466	
Shigella virus Sd1							0.0003844948602649554													0.00046586165772212284		
Shigella virus Sf12							0.0017302268711922994						0.00046938219914947947							0.004658616577221228	0.012190597339269624	
Staphylococcus phage SP197							0.0001922474301324777	0.00039815257206561556	0.0005876580065465102												0.0005300259712725924	
Staphylococcus phage phiSP119-3							0.0001922474301324777								0.004977353043651386					0.00046586165772212284		
Staphylococcus virus 42e							0.0001922474301324777													0.00046586165772212284		
Staphylococcus virus 77							0.0001922474301324777		0.0011753160130930204													
Stenotrophomonas phage S1							0.0001922474301324777															
Streptococcus phage 5093							0.0005767422903974331	0.00039815257206561556	0.0005876580065465102				0.0009387643982989589				0.0007409767555591781	0.0010419760032926442		0.0009317233154442457		
Streptococcus phage CHPC929							0.0001922474301324777													0.0013975849731663686		
Streptococcus phage IPP44							0.0001922474301324777															
Streptococcus phage Javan100							0.0001922474301324777										0.0007409767555591781					
Streptococcus phage Javan11							0.0001922474301324777															
Streptococcus phage Javan128							0.0003844948602649554						0.00046938219914947947							0.00046586165772212284		
Streptococcus phage Javan169							0.0001922474301324777											0.0005209880016463221				
Streptococcus phage Javan174							0.0001922474301324777	0.00039815257206561556	0.0017629740196395305													
Streptococcus phage Javan29							0.0001922474301324777						0.00046938219914947947									
Streptococcus phage Javan320							0.0001922474301324777															
Streptococcus phage Javan40							0.0007689897205299108															
Streptococcus phage Javan517							0.0001922474301324777															
Streptococcus phage Javan53							0.001922474301324777															
Streptococcus phage Javan558							0.0003844948602649554															
Streptococcus phage LF3							0.0001922474301324777															
Streptococcus phage P9902							0.0001922474301324777															
Streptococcus phage phiZJ20091101-1							0.0003844948602649554		0.0005876580065465102				0.00046938219914947947			0.0046840601433322405	0.0007409767555591781		0.0022638775695010415			
Streptococcus satellite phage Javan114							0.0001922474301324777															
Streptococcus satellite phage Javan322							0.0001922474301324777															
Streptococcus satellite phage Javan358							0.0001922474301324777											0.0005209880016463221				
Streptococcus satellite phage Javan360							0.0001922474301324777												0.0022638775695010415	0.00046586165772212284		
Streptococcus satellite phage Javan416							0.0001922474301324777															
Streptococcus satellite phage Javan538							0.0003844948602649554													0.00046586165772212284		
Streptococcus satellite phage Javan625							0.0013457320109273438													0.00046586165772212284		
Streptococcus satellite phage Javan86							0.0003844948602649554															
Stx2-converting phage Stx2a F578							0.0005767422903974331													0.004658616577221228		
Synechococcus phage S-CBS2							0.0001922474301324777															
Synechococcus phage S-CRM01							0.004421690893046987										0.0007409767555591781	0.0005209880016463221				
Synechococcus virus SCBP2							0.0001922474301324777															
Tenacibaculum phage PTm1							0.0001922474301324777															
Vibrio phage 1.181.O._10N.286.46.C9							0.0001922474301324777	0.00039815257206561556										0.0010419760032926442				
Vibrio phage 1.187.O._10N.286.49.F1							0.0003844948602649554						0.00046938219914947947					0.0005209880016463221				
Vibrio phage 11895-B1							0.0001922474301324777														0.0010600519425451847	
Vibrio phage ICP2_2013_A_Haiti							0.0009612371506623885	0.0007963051441312311										0.0005209880016463221		0.00046586165772212284		
Vibrio phage phi 1							0.0001922474301324777		0.0005876580065465102													
Virgibacillus phage Mimir87							0.0001922474301324777															
Xanthomonas phage RiverRider							0.0001922474301324777						0.00046938219914947947					0.0005209880016463221				
Xanthomonas phage Xoo-sp13							0.0017302268711922994														0.0005300259712725924	
Yersinia virus ISAO8							0.003844948602649554															
Yersinia virus R8-01							0.0007689897205299108															
unclassified Aerosvirus species							0.0015379794410598216															
unclassified Baculoviridae species							0.0003844948602649554	0.0007963051441312311	0.0005876580065465102				0.00046938219914947947		0.004977353043651386	0.0046840601433322405	0.005186837288914246		0.0022638775695010415			
unclassified Bixzunavirus species							0.0003844948602649554						0.0009387643982989589					0.005730868018109543			0.0010600519425451847	
unclassified Brussowvirus species							0.0003844948602649554													0.00046586165772212284		
unclassified Cetovirus species							0.0001922474301324777		0.0005876580065465102								0.0007409767555591781					
unclassified Colossusvirus species							0.0005767422903974331															0.002902336380786533
unclassified Gelderlandvirus species							0.0007689897205299108															
unclassified Luzseptimavirus species							0.0001922474301324777															
unclassified Maculvirus species							0.0001922474301324777	0.00039815257206561556														
unclassified Mardecavirus species							0.0001922474301324777		0.0005876580065465102													
unclassified Moonvirus species							0.013841814969538395															
unclassified Nipunavirus species							0.0005767422903974331	0.0015926102882624622	0.0011753160130930204									0.0005209880016463221		0.00046586165772212284		
unclassified Shenzhenvirus species							0.0001922474301324777		0.0017629740196395305													
unclassified Winklervirus species							0.0001922474301324777														0.0021201038850903694	
uncultured crAssphage							0.0001922474301324777	0.0011944577161968467	0.0005876580065465102								0.0007409767555591781					
Achromobacter phage vB_AxyP_19-32_Axy13								0.00039815257206561556	0.012340818137476714												0.0015900779138177772	
Achromobacter phage vB_AxyS_19-32_Axy19								0.00039815257206561556	0.002350632026186041				0.0009387643982989589					0.0005209880016463221			0.0005300259712725924	
Acinetobacter phage Acj61								0.00039815257206561556					0.00046938219914947947								0.13780675253087402	
Acinetobacter phage vB_AbaM_IME284								0.0011944577161968467	0.0005876580065465102											0.00046586165772212284		
Actinomyces virus Av1								0.00039815257206561556														
Alteromonas phage vB_AmeM_PT11-V22								0.0007963051441312311	0.0011753160130930204								0.0007409767555591781	0.0005209880016463221			0.0010600519425451847	
Arthrobacter phage Qui								0.00039815257206561556	0.0005876580065465102											0.0009317233154442457		
Bacillus phage vB_BhaS-171								0.0007963051441312311			0.3071344882618695											
Bacillus phage vB_BtS_BMBtp3								0.00039815257206561556														
Burkholderia phage Bups phi1								0.0007963051441312311					0.00046938219914947947		0.004977353043651386		0.0007409767555591781			0.00046586165772212284	0.0005300259712725924	
Burkholderia virus phi1026b								0.0007963051441312311					0.00046938219914947947	0.0015041212923410144						0.00046586165772212284		
Burkholderia virus phiE125								0.00039815257206561556	0.0011753160130930204				0.0009387643982989589									
Caulobacter phage Jess A								0.00039815257206561556														
Caulobacter virus CcrPW								0.00039815257206561556														
Delftia phage RG-2014								0.00039815257206561556														
Erwinia virus Frozen								0.00039815257206561556					0.0009387643982989589									
Escherichia phage IMM-001								0.00039815257206561556														
Escherichia phage P13374								0.00039815257206561556														
Escherichia phage grams								0.001990762860328078	0.0005876580065465102								0.0014819535111183562			0.00046586165772212284		
Escherichia phage kaaroe								0.00039815257206561556												0.0009317233154442457		
Escherichia phage tiwna								0.00039815257206561556														
Escherichia virus G7C								0.00039815257206561556														
Escherichia virus KFS-EC								0.00039815257206561556													0.0005300259712725924	
Escherichia virus VEc3								0.00039815257206561556														
Faecalibacterium virus Brigit								0.00039815257206561556						0.0015041212923410144								
Faecalibacterium virus Toutatis								0.00039815257206561556									0.0007409767555591781					
Kawavirus SWcelC56								0.00039815257206561556														
Klebsiella phage PhiKpNIH-6								0.00039815257206561556														
Lactobacillus phage phiadh								0.00039815257206561556														
Lactobacillus prophage Lj928								0.0007963051441312311										0.0015629640049389664		0.00046586165772212284		
Lactococcus phage CHPC958								0.00039815257206561556	0.0011753160130930204				0.00046938219914947947									
Lactococcus phage PLgW-1								0.00039815257206561556														
Lactococcus phage phi41								0.0011944577161968467														
Leuconostoc virus LN12								0.00039815257206561556	0.0005876580065465102				0.0009387643982989589				0.0007409767555591781	0.0010419760032926442		0.0009317233154442457		
Microbacterium phage PauloDiaboli								0.00039815257206561556														
Nocardia phage NBR1								0.00039815257206561556														
Paracoccus phage vB_PbeS_Pben1								0.00039815257206561556														
Paracoccus phage vB_PthS_Pthi1								0.00039815257206561556										0.0005209880016463221				
Pasteurella phage Pm86								0.00039815257206561556					0.00046938219914947947					0.0005209880016463221				
Pectobacterium phage Clickz_B7								0.0011944577161968467									0.0014819535111183562			0.00046586165772212284	0.0026501298563629616	
Pseudoalteromonas phage TW1								0.00039815257206561556														
Pseudomonas phage SCYZ1								0.00039815257206561556	0.0005876580065465102													
Pseudomonas phage phi297								0.0007963051441312311	0.0011753160130930204								0.0014819535111183562	0.0026049400082316103			0.0005300259712725924	
Pseudomonas phage vB_PaeP_Tr60_Ab31								0.0007963051441312311	0.0011753160130930204				0.00046938219914947947					0.0010419760032926442				
Pseudomonas phage vB_PaeS_SCUT-S3								0.00039815257206561556														
Pseudomonas phage vB_Pae_BR58b								0.00039815257206561556	0.002938290032732551				0.0009387643982989589					0.0005209880016463221		0.002795169946332737	0.0005300259712725924	
Pseudomonas virus H66								0.0015926102882624622	0.0005876580065465102												0.0005300259712725924	
Pseudomonas virus PA7								0.00039815257206561556														
Pseudomonas virus Psa374								0.00039815257206561556														
Pseudomonas virus PspYZU08								0.00039815257206561556													0.0005300259712725924	
Pseudomonas virus VSW3								0.00039815257206561556														
Pseudomonas virus phiKZ								0.00039815257206561556					0.00046938219914947947									
Pseudomonas virus tabernarius								0.0011944577161968467														
Roseobacter phage CRP-6								0.00039815257206561556														
Salmonella phage ST3								0.00039815257206561556										0.006251856019755865				
Salmonella phage vB_StyS-sam								0.0007963051441312311												0.00046586165772212284		
Salmonella virus PHB07								0.0007963051441312311	0.0011753160130930204								0.0014819535111183562					
Salmonella virus SJ2								0.00039815257206561556														
Salmonella virus SKML39								0.00039815257206561556												0.00046586165772212284		
Serratia phage MTx								0.00039815257206561556														
Shewanella virus Spp001								0.0007963051441312311	0.0011753160130930204									0.0005209880016463221				
Staphylococcus phage CNPx								0.00039815257206561556														
Streptococcus phage Javan179								0.00039815257206561556														
Streptococcus phage Javan26								0.00039815257206561556														
Streptococcus phage Javan420								0.00039815257206561556														
Streptococcus phage Javan424								0.00039815257206561556										0.0005209880016463221				
Streptococcus phage Javan539								0.0007963051441312311											0.0022638775695010415	0.00046586165772212284		
Streptococcus phage Javan74								0.0011944577161968467														
Streptococcus phage Javan8								0.00039815257206561556														
Streptococcus phage phi30c								0.00039815257206561556														
Streptococcus satellite phage Javan281								0.00039815257206561556														
Streptococcus satellite phage Javan305								0.00039815257206561556											0.0022638775695010415	0.00046586165772212284		
Streptomyces phage ClubPenguin								0.00039815257206561556														
Stx2-converting phage Stx2a_F451								0.00039815257206561556	0.0005876580065465102								0.0007409767555591781			0.00046586165772212284		
Synechococcus phage S-CBS4								0.00039815257206561556														
Vibrio phage 1.023.O._10N.222.51.B4								0.00039815257206561556														
Vibrio phage Len								0.00039815257206561556	0.0005876580065465102				0.0018775287965979179					0.0005209880016463221			0.0005300259712725924	
Vibrio phage PVA1								0.00039815257206561556														
Vibrio phage SHOU24								0.00039815257206561556														
Vibrio virus VP585								0.00039815257206561556														
Vibrio virus nt1								0.00039815257206561556														
Xanthomonas phage PBR31								0.0011944577161968467									0.0007409767555591781				0.0015900779138177772	
Xanthomonas phage PPDBI								0.00039815257206561556														
Xanthomonas virus CP1								0.00039815257206561556														
Xylella phage Usme								0.00039815257206561556														
Xylella phage Xfas53								0.00039815257206561556														
unclassified Abidjanvirus species								0.00039815257206561556														
unclassified Arequatrovirus species								0.00039815257206561556														
unclassified Baltimorevirus species								0.015926102882624624	0.0005876580065465102												0.0005300259712725924	
unclassified Bongovirus species								0.00039815257206561556														
unclassified Carpasinavirus species								0.0007963051441312311														
unclassified Ceetrepovirus species								0.0007963051441312311							0.009954706087302772							
unclassified Cheoctovirus species								0.00039815257206561556														
unclassified Efquatrovirus species								0.00039815257206561556												0.0009317233154442457		
unclassified Emdodecavirus species								0.00039815257206561556					0.00046938219914947947				0.0029639070222367125				0.0010600519425451847	
unclassified Lokivirus species								0.00039815257206561556														
unclassified Lwoffvirus species								0.00039815257206561556									0.0007409767555591781					
unclassified Mimivirus species								0.00039815257206561556														
unclassified Nouzillyvirus species								0.001990762860328078														
unclassified Pbunavirus species								0.0007963051441312311	0.0005876580065465102													
unclassified Pogseptimavirus species								0.0011944577161968467											0.0022638775695010415			
unclassified Tequatrovirus species								0.0007963051441312311						0.0015041212923410144						0.00046586165772212284		
unclassified Tunavirus species								0.00039815257206561556														
unclassified Warwickvirus species								0.0007963051441312311												0.0009317233154442457		
unclassified Xipdecavirus species								0.00039815257206561556									0.0014819535111183562					
unclassified Yuavirus species								0.00039815257206561556	0.0005876580065465102									0.0005209880016463221				
uncultured phage MedDCM-OCT-S05-C64								0.0007963051441312311														
Acinetobacter phage vB_AbaP_APK44									0.0005876580065465102													
Acinetobacter phage vB_phiAcib_BQ4									0.0005876580065465102													
Acinetobacter virus AB1									0.004701264052372082									0.0046888920148168995		0.00326103160405486		
Alteromonas phage ZP6									0.0005876580065465102													
Bacillus phage PfIS075									0.0005876580065465102													
Bacillus phage Ray17									0.0005876580065465102													
Burkholderia phage BcepSaruman									0.0005876580065465102													
Burkholderia phage BcepSauron									0.0005876580065465102													
Burkholderia virus Bcep22									0.0005876580065465102				0.00046938219914947947					0.0005209880016463221				
Burkholderia virus BcepNazgul									0.0005876580065465102													
Burkholderia virus Bcepmigl									0.0005876580065465102									0.0005209880016463221				
Campylobacter phage CJIE4-1									0.0005876580065465102													
Campylobacter phage DA10									0.0005876580065465102												0.0010600519425451847	
Caulobacter phage Kronos									0.0005876580065465102													
Clostridium phage CPD1									0.0005876580065465102				0.00046938219914947947							0.00046586165772212284		
Escherichia phage OLB145									0.0005876580065465102											0.0009317233154442457		
Escherichia phage vB_EcoM_IME392									0.002350632026186041				0.005163204190644274					0.0010419760032926442			0.0005300259712725924	
Escherichia phage vB_EcoP_SP5M									0.0005876580065465102													
Escherichia phage vB_Eco_SLUR29									0.0005876580065465102													
Fadolivirus 1									0.0005876580065465102													
Gordonia virus Lucky10									0.0005876580065465102													
Human mastadenovirus F									0.0005876580065465102													
Idiomarinaceae phage Phi1M2-2									0.0011753160130930204													
Klebsiella phage 31									0.0011753160130930204													
Klebsiella phage KPN N98									0.0005876580065465102				0.00046938219914947947					0.0005209880016463221				
Klebsiella virus IME279									0.0005876580065465102											0.00046586165772212284		
Lactobacillus phage phiPYB5									0.0005876580065465102													
Lactobacillus prophage Lj965									0.004113606045825571				0.0014081465974484385							0.00046586165772212284	0.0005300259712725924	
Lactococcus phage 37201									0.0005876580065465102								0.0007409767555591781					
Lactococcus phage 37203									0.0005876580065465102													
Lactococcus phage CHPC1170									0.0005876580065465102													
Lactococcus virus c2									0.0005876580065465102												0.0005300259712725924	
Marinobacter phage PS3									0.0005876580065465102										0.0022638775695010415			
Methanobacterium virus Drs3									0.0005876580065465102													
Microbacterium phage Triscuit									0.0005876580065465102													
Microbacterium virus Min1									0.002938290032732551													
Moraxella phage Mcat21									0.0005876580065465102													
Moraxella phage Mcat28									0.0005876580065465102									0.004167904013170577				
Moraxella phage Mcat9									0.0005876580065465102													
Orpheovirus IHUMI-LCC2									0.0005876580065465102								0.0014819535111183562					
Panteoa phage Phynn									0.002938290032732551				0.0018775287965979179					0.0010419760032926442		0.00046586165772212284	0.0010600519425451847	
Pasteurella virus PHB02									0.0005876580065465102													
Phage 5P_2									0.0005876580065465102													
Planktothrix phage PaV-LD									0.0005876580065465102													
Prochlorococcus phage P-TIM68									0.0005876580065465102													
Proteus virus Isfahan									0.0017629740196395305													
Pseudomonas phage DDSR119									0.0005876580065465102													
Pseudomonas phage JBD68									0.0011753160130930204									0.0005209880016463221				
Pseudomonas phage LKA5									0.0005876580065465102													
Pseudomonas phage Phabio									0.0011753160130930204									0.0020839520065852883			0.0005300259712725924	
Pseudomonas phage YMC/01/01/P52_PAE_BP									0.0005876580065465102									0.0010419760032926442				
Pseudomonas phage vB_Pae_BR141b									0.0005876580065465102											0.00046586165772212284		
Pseudomonas phage vB_Pae_BR58a									0.0005876580065465102													
Pseudomonas phage vB_Pae_CF118a									0.0005876580065465102													
Pseudomonas phage vB_Pae_CF213a									0.0005876580065465102													
Pseudomonas phage vB_Pae_CF28a									0.0005876580065465102				0.00046938219914947947					0.0005209880016463221		0.00046586165772212284		
Pseudomonas phage vB_Pae_CF3a									0.0017629740196395305				0.0009387643982989589									
Pseudomonas phage vB_Pae_CF55b									0.0011753160130930204									0.0005209880016463221				
Pseudomonas phage vB_Pae_CF5a									0.0017629740196395305													
Pseudomonas phage vB_Pae_CF63a									0.0011753160130930204								0.0007409767555591781			0.00046586165772212284		
Pseudomonas virus Ab03									0.004113606045825571				0.0014081465974484385							0.00046586165772212284	0.0005300259712725924	
Pseudomonas virus Pf1									0.0011753160130930204				0.00046938219914947947							0.00046586165772212284		
Ralstonia phage GP4									0.0005876580065465102											0.00046586165772212284	0.0005300259712725924	
Ralstonia virus ITL1									0.0005876580065465102												0.0005300259712725924	
Ralstonia virus RSB3									0.0005876580065465102													
Rhizobium phage vB_RleM_PPF1									0.0017629740196395305													
Rhodobacter virus RcCronus									0.0005876580065465102													
Rhodoferax phage P26218									0.0011753160130930204				0.0009387643982989589								0.0005300259712725924	
Salmonella phage Akira									0.0005876580065465102													
Salmonella phage FSL SP-010									0.0005876580065465102													
Salmonella phage FSL SP-049									0.005288922058918592									0.0015629640049389664		0.00046586165772212284	0.0005300259712725924	
Salmonella phage vB_SenS_Sergei									0.0005876580065465102													
Sinorhizobium phage ort11									0.0005876580065465102													
Siphoviridae environmental samples									0.0005876580065465102													
Stenotrophomonas virus SMA7									0.0005876580065465102													
Stenotrophomonas virus Smp131									0.0011753160130930204				0.00046938219914947947		0.33846000696829426		0.0007409767555591781	0.0005209880016463221	0.0022638775695010415			
Streptococcus phage EJ-1									0.004701264052372082				0.00046938219914947947					0.0015629640049389664		0.0018634466308884913		
Streptococcus phage Javan18									0.0005876580065465102				0.00046938219914947947					0.0005209880016463221				
Streptococcus phage Javan181									0.005288922058918592				0.00046938219914947947									
Streptococcus phage Javan215									0.0005876580065465102													
Streptococcus phage Javan246									0.0005876580065465102				0.00046938219914947947									0.002902336380786533
Streptococcus phage Javan249									0.0005876580065465102													
Streptococcus phage Javan255									0.0005876580065465102													
Streptococcus phage Javan262									0.0005876580065465102									0.0005209880016463221				
Streptococcus phage Javan288									0.0005876580065465102													
Streptococcus phage Javan33									0.0005876580065465102													
Streptococcus phage Javan366									0.0005876580065465102													
Streptococcus phage Javan488									0.0005876580065465102								0.0014819535111183562	0.0005209880016463221				
Streptococcus phage Javan49									0.0011753160130930204				0.00046938219914947947				0.0007409767555591781	0.0015629640049389664				
Streptococcus phage Javan549									0.0005876580065465102													
Streptococcus phage Javan553									0.0005876580065465102													
Streptococcus phage Javan566									0.0005876580065465102				0.0009387643982989589									
Streptococcus phage Javan616									0.0005876580065465102													
Streptococcus phage Javan645									0.0011753160130930204													
Streptococcus phage MM1									0.0005876580065465102			0.001161872008179579							0.004527755139002083	0.002795169946332737		
Streptococcus phage SW30									0.0005876580065465102									0.0005209880016463221			0.0005300259712725924	
Streptococcus phage YMC-2011									0.0011753160130930204									0.0005209880016463221				
Streptococcus phage phi29854									0.004701264052372082											0.0009317233154442457		
Streptococcus phage phiSS12									0.0017629740196395305													
Streptococcus phage phiZJ20091101-4									0.0005876580065465102													
Streptococcus satellite phage Javan121									0.0005876580065465102											0.00046586165772212284		
Streptococcus satellite phage Javan289									0.0005876580065465102							0.0046840601433322405						
Streptococcus satellite phage Javan321									0.0005876580065465102													
Streptomyces phage Diane									0.0005876580065465102													
Streptomyces phage Wentworth									0.0011753160130930204													
Streptomyces phage ZooBear									0.0005876580065465102													
Stx2-converting phage Stx2a_F765									0.0005876580065465102													
Synechococcus phage S-LBS1									0.0005876580065465102													
Synechococcus virus AC2014fSyn7803C8									0.0005876580065465102													
TM7 phage DolZOral124_53_65									0.0011753160130930204													
