species	FAME000016	FAME000003	FAME000008	FAME000022	FAME000023	FAME000015	FAME000001	FAME000018	FAME000013	FAME000019	FAME000006	FAME000011	FAME000014	FAME000002	FAME000012	FAME000009	FAME000020	FAME000010	FAME000017	FAME000005	FAME000007	FAME000004
Halomonas phage QHHSV-1	0.0009660155721710234						0.0003844948602649554	0.0015926102882624622	0.0005876580065465102				0.0018775287965979179				0.0037048837777958906					
Human immunodeficiency virus 1	0.050232809752893216	0.07171492728576635	0.004895864952461151	0.025366975580058175			0.003075958882119643	0.008361204013377926	0.02820758431423249				0.015020230372783343	0.022561819385115214			0.016301488622301918	0.009377784029633797		0.017702742993440667	0.0021201038850903694	0.002902336380786533
Human picobirnavirus	0.004830077860855117							0.00039815257206561556														
Inoviridae sp.	0.10819374408315462	0.010580890911014707	0.04504195756264259	0.1471284583643374			0.012303835528478572	0.03901895206243033	0.13281070947951132				0.08683570684265371			0.0046840601433322405	0.06965181502256275	0.1130543963572519		0.03587134764460346	0.02014098690835851	
Klebsiella phage 1 LV-2017	0.3226492011051218	0.23983352731633337	0.12761887976082067	0.31116823378204694	0.0019904854794084276	1.068259483674583	0.062288167362922774	0.18991877687529862	0.28560179118160395	0.003293048374880627	0.2396324029295905	0.01161872008179579	0.21309951841386368		0.004977353043651386		0.3178790281348874	0.2703927728544412	0.004527755139002083	0.3689624329159213	0.19769968728467693	0.005804672761573066
Klebsiella phage 2 LV-2017	0.14586835139782453	0.11991676365816668	0.0744171472774095	0.25366975580058176	0.0019904854794084276	0.6044855411653218	0.040756455188085274	0.11785316133142221	0.2021543542519995	0.006586096749761254		0.001161872008179579	0.13142701576185425	0.10378436917152999	0.014932059130954158		0.10225479226716658	0.17192604054328628		0.2487701252236136	0.05883288281125775	0.005804672761573066
Klebsiella phage 2b LV-2017	0.0454027318920381	0.07289058183143465	0.027416843733782448	0.07694649259284313		0.0014358326393475577	0.01499529955033326	0.043398630355152096	0.09108699101470909				0.05679524609708701	0.025570061969797244			0.040753721555754796	0.07345930823213141	0.0022638775695010415	0.1038871496720334	0.016960831080722955	
Klebsiella phage 48ST307	0.14973241368650864	0.1575377091195523	0.10770902895414533	0.2519786240952445	0.0019904854794084276	0.0043074979180426735	0.060365693061597996	0.09874183787227266	0.32732550964640617		0.000964315504746843	0.002323744016359158	0.21075260741811627	0.0015041212923410144		0.0046840601433322405	0.048163489111346575	0.263619928833039		0.3549865831842576	0.07367361000689034	0.002902336380786533
Klebsiella phage 5 LV-2017	0.18257694314032344	0.2609953091383628	0.09269504309993112	0.24267739971588986		0.0014358326393475577	0.05652074445894844	0.12979773849339069	0.2244853585007669	0.003293048374880627	0.005785893028481058	0.001161872008179579	0.19150793725298762	0.006016485169364058	0.009954706087302772		0.16227390946746	0.2261087927145038	0.0022638775695010415	0.3386814251639833	0.0694334022367096	0.0087070091423596
Klebsiella phage 6 LV-2017	0.021252342587762516	0.021161781822029414	0.008812556914430072	0.04058716092809308			0.00672866005463672	0.020305781175346392	0.02526929428149994				0.029571078546417207		0.059728236523816626		0.014819535111183562	0.04584694414487634		0.036337209302325583	0.006360311655271108	
Klebsiella phage KMI6	0.0009660155721710234	0.0011756545456683008		0.0008455658526686058			0.008074392065564063		0.0005876580065465102				0.0009387643982989589	0.0015041212923410144			0.0007409767555591781			0.0032610316040548597	0.019080934965813326	
Klebsiella phage KP1801	0.0009660155721710234						0.0005767422903974331													0.0018634466308884913		
Klebsiella phage KPP5665-2	0.13041210224308816	0.16106467275655723	0.062014289397841246	0.20124467293512818			0.04114095004835023	0.0943621595795509	0.15984297778065076		0.3293137448710469	0.4763675233536274	0.12016184298226674	0.0015041212923410144		0.0046840601433322405	0.0948450247115748	0.169842088536701		0.18681052474657125	0.037101817989081465	0.002902336380786533
Klebsiella phage LASTA	0.0038640622886840937	0.005878272728341504	0.0006527819936614868	0.010992356084691875			0.0005767422903974331	0.0031852205765249245	0.005876580065465102				0.002816293194896877				0.0022229302666775344	0.004688892014816899		0.0037268932617769827	0.0005300259712725924	
Klebsiella phage Mulock	0.19610116115071777	0.17634818185024512	0.09041030612211592	0.2790367313806399	0.003980970958816855	0.0014358326393475577	0.05555950730828605	0.16244624940277114	0.23506320261860408		0.1499510609881341	0.24747873774225032	0.1572430367150756	0.14138740148005535			0.14745437435627645	0.23652855274743023	0.0022638775695010415	0.24970184853905783	0.07420363597816293	
Klebsiella phage N1M2	0.014490233582565352		0.0052222559492918945				0.0005767422903974331	0.005574136008918618	0.0005876580065465102									0.0031259280098779323			0.0021201038850903694	
Klebsiella phage ST101-KPC2phi6.1	0.13331014895960122	0.19280734548960132	0.05450729647073415	0.14374619495366298	0.0019904854794084276	0.48100393418143184	0.027491382508944312	0.08042681955725434	0.1557293717348252	0.003293048374880627	0.19141662769224835	0.001161872008179579	0.11781493198651935		0.014932059130954158		0.09336307120045645	0.14275071245109225	0.19469347097708958	0.1714370900417412	0.05247257115598664	0.002902336380786533
Klebsiella phage ST101-KPC2phi6.2	0.3603238084197917	0.24453614549900657	0.12500775178617474	0.4329297165663262			0.06767109540663215	0.2094282529065138	0.30852045343691786	0.003293048374880627	0.0004821577523734215	0.001161872008179579	0.23844615716793557	0.0015041212923410144	0.004977353043651386		0.18524418888979452	0.3297854050421219		0.3358862552176506	0.09964488259924736	
Klebsiella phage ST101-KPC2phi6.3	1.693425298015804	1.4954325820900787	0.5597605595647249	1.4011026178718797	1.6759887736618961	1.8608391005944347	0.2591495358185799	0.9237139671922281	1.3886358694694036	3.5927157769947637	0.4532282872310162	1.0840265836315472	1.1743942622719976	0.4858311774261476	0.014932059130954158	4.37022811372898	1.1966774602280728	1.3108058121421464	2.354432672281083	1.2652802623732857	0.8188901256161552	2.127412567116529
Klebsiella phage ST11-OXA245phi3.2	1.5340327286075852	1.5530396548278254	0.5277742418753121	1.4188595007779206	3.0175759867831764	4.8488068230767025	0.29029361950004134	0.8683707596751076	1.4080285836854385	9.006487305298515	2.7709606028900535	2.0181716782079286	1.2945561052542645	1.1942723061187654	0.039818824349211086	11.761675019907255	0.9262209444489726	1.4691861646426283	5.718554740559631	1.4013118664281454	1.0833730852811787	6.0687853722246405
Klebsiella phage ST11-OXA48phi15.1	0.08887343263973416	0.11051152729282028	0.03655579164504326	0.15220185348034904			0.02826037222947422	0.07365822583213888	0.1093043892176509	0.003293048374880627	0.4768540170973139	0.001161872008179579	0.07275424086816931	0.003008242584682029			0.04594055884466904	0.11826427637371512		0.14255366726296959	0.03180155827635554	
Klebsiella phage ST11-VIM1phi8.1	0.025116404876446608	0.02468874545903432	0.008159774920768584	0.023675843874720964			0.003268206312252121	0.009157509157509158	0.012928476144023225				0.015958994771082303	0.06768545815534564			0.015560511866742741	0.007814820024694831		0.0163051580202743	0.005300259712725923	
Klebsiella phage ST11-VIM1phi8.2	0.21348944144979617	0.2633466182296994	0.1210910598242058	0.32723398498275047	0.003980970958816855	0.0014358326393475577	0.08420437439802524	0.1612517916865743	0.2814881851357784		0.0004821577523734215	0.001161872008179579	0.20981384301981731			0.014052180429996721	0.12967093222285617	0.30113106495157416	0.006791632708503125	0.3978458556946929	0.056712778926167384	0.026121027427078797
Klebsiella phage ST11-VIM1phi8.3	0.10239765065012849	0.09052540001645916	0.052222559492918944	0.1631942095650409			0.034604537423845984	0.07007485268354834	0.12928476144023224				0.09481520422819485	0.3008242584682029			0.06150107071141178	0.12295316838853201	0.0022638775695010415	0.13137298747763865	0.02491122064981184	
Klebsiella phage ST13-OXA48phi12.1	0.5467648138487993	0.36680421824850984	0.22586256980687444	0.2587431509165934	0.0059714564382252824	0.005743330557390231	0.05440602272749119	0.2504379678292722	0.43545458285096406	0.003293048374880627	0.0024107887618671077	0.001161872008179579	0.43746420960731486		0.004977353043651386	0.009368120286664481	0.2741613995568959	0.3777163011935835	0.004527755139002083	0.24644081693500297	0.08586420734615996	0.0087070091423596
Klebsiella phage ST13-OXA48phi12.2	0.6134198883285998	0.7171492728576635	0.23728625469595047	0.6426300480281404	0.0019904854794084276	0.03589581598368894	0.11650194266028148	0.399745182353878	0.48893146144669647		0.16730874007357727	0.002323744016359158	0.43699482740816536		0.004977353043651386		0.7187474528924027	0.527239857666078	0.0022638775695010415	0.5902467203339297	0.11607568770869772	0.002902336380786533
Klebsiella phage ST13-OXA48phi12.3	0.6472304333545857	0.49612621827202297	0.41908603993067456	0.8455658526686058	0.011942912876450565	0.010050828475432904	0.25818829866791754	0.327281414237936	0.7968642568770679	0.006586096749761254	0.0024107887618671077	0.6471627085560254	0.6477474348262817	0.004512363877023043		0.0046840601433322405	0.44236312306882936	1.2128600678326378	0.004527755139002083	1.2336016696481813	0.22791116764721472	0.023218691046292265
Klebsiella phage ST13-OXA48phi12.4	0.47334763036380145	0.5278688910050671	0.23565429971179674	0.6172630724480822	0.23487728657019447	0.3460356660827614	0.17090796538777267	0.33444816053511706	0.5553368161864521	2.8386076991471003	0.10318175900791221	0.10224473671980296	0.3891178430949185	0.2301305577281752	0.3334826539246429	0.28572766874326666	0.26452870173462656	0.5803806338340028	0.6882187811283166	0.7831134466308884	0.209360258652674	0.7662168045276447
Klebsiella phage ST13-OXA48phi12.5	0.12558202438223304	0.2809814364147239	0.047979476534119284	0.1327538388689711			0.026145650498016967	0.08042681955725434	0.1733591119312205	0.006586096749761254	0.000964315504746843		0.0844887958469063		0.009954706087302772	0.0046840601433322405	0.08743525715598302	0.12086921638194673	0.0022638775695010415	0.15979054859868813	0.046112259500715534	0.005804672761573066
Klebsiella phage ST147-VIM1phi7.1	2.0044823122548734	2.4712258549947683	0.6407055267787494	2.0589528512480553	2.362706264057804	2.522757947333659	0.38295688082389556	1.3186813186813187	1.838194244477484	5.957124510159054	1.3148441907223205	2.4875679695124786	1.6451846080189256	1.9373082245352267	0.0348414713055597	12.159820132090497	1.3011551827619168	1.6098529250871352	5.906456578828217	1.9626751639833036	1.0340806699528278	6.141343781744304
Klebsiella phage ST147-VIM1phi7.2	0.2608242044861763	0.2574683455013579	0.09987564503020749	0.23760400459987824	0.0059714564382252824	0.054561640295207194	0.05382928043709376	0.11426978818283166	0.23212491258587153		0.11234275630300722	2.2888878561137704	0.17320203148615793			0.0046840601433322405	0.15041828137851315	0.23861250475401552	0.006791632708503125	0.22594290399522957	0.17066836274977473	
Klebsiella phage ST15-OXA48phi14.1	0.055062887613748335	0.08347147274244936	0.061035116407349016	0.08709328282486639			0.026145650498016967	0.04817646121993948	0.12575881340095318				0.1051416126094834	0.0015041212923410144			0.052609349644701646	0.11826427637371512	0.0022638775695010415	0.07826475849731664	0.04346212964435257	0.002902336380786533
Klebsiella phage ST15-VIM1phi2.1	0.2840085782182809	0.21867174549430396	0.15666767847875684	0.33991747277277956	0.003980970958816855	0.0014358326393475577	0.06536412624504241	0.18354833572224877	0.30146855735835976			0.002323744016359158	0.25440515193901786	0.0015041212923410144	0.004977353043651386	0.0046840601433322405	0.14004460680068467	0.39022001323309524	0.5795526577922666	0.40110688729874777	0.29575449197010656	0.002902336380786533
Klebsiella phage ST16-OXA48phi5.1	0.6008616858903766	0.6477856546632338	0.22945287077201262	0.675607116282216	0.5394215649196838	0.5685897251816328	0.17494516142055472	0.33842968625577324	0.572378898376301	1.6531102841900749	0.005303735276107637	6.07194311474648	0.42572965462857787	0.209072859635401	0.5972823652381665	1.438006464002998	0.3215839119126833	0.6439411700348541	0.12451326632255727	0.8581171735241503	0.1945195314570414	0.6269046582498912
Klebsiella phage ST16-OXA48phi5.2	0.28207654707393887	0.324480654604451	0.14165369262454264	0.3568287898261517		0.0028716652786951154	0.09189427160332433	0.205048574613792	0.345542907849348	0.003293048374880627	0.29556270220490743	0.2974392340939722	0.25722144513391476	0.0015041212923410144	0.004977353043651386	0.009368120286664481	0.1519002348896315	0.3761533371886446	7.364393733586888	0.4304561717352415	0.0969947527428844	0.002902336380786533
Klebsiella phage ST16-OXA48phi5.3	0.09756757278927336	0.1281463454778448	0.053854514477072665	0.14374619495366298			0.04383241407020491	0.0692785475394171	0.16395658382647635		0.001928631009493686		0.09434582202904537				0.058537163689175074	0.14431367645603121	0.004527755139002083	0.16631261180679785	0.039751947845444426	
Klebsiella phage ST16-OXA48phi5.4	0.5052261442454452	0.37268249097685135	0.38089829330147756	0.8785429209226815	0.003980970958816855	0.0014358326393475577	0.15764289270863172	0.4128842172320433	0.86385726962337	0.016465241874403135	0.001928631009493686	0.002323744016359158	0.570768754165767	0.17297394861921667	0.019909412174605543	0.0234203007166612	0.332698563246071	0.9080820868695394	0.011319387847505207	1.050518038163387	0.23586155721630359	0.002902336380786533
Klebsiella phage ST258-KPC3phi16.1	0.024150389304275585	0.01293220000235131	0.012729248876398994	0.027058107285395386			0.003844948602649554	0.016722408026755856	0.03055821634041853				0.014081465974484383				0.014078558355624384	0.021360508067499204		0.023758944543828264	0.0068903376265437005	
Klebsiella phage ST258-KPC3phi16.2	0.07438319905716881	0.09052540001645916	0.024479324762305757	0.04904281945477914			0.016148784131128125	0.029463290332855552	0.06170409068738357		0.0004821577523734215		0.04130563352515419				0.03408493075572219	0.05157781216298588		0.04425685748360167	0.013250649281814809	
Klebsiella phage ST340-VIM1phi10.1	0.06375702776328755	0.05760707273774674	0.028069625727443932	0.09132111208820944	0.0019904854794084276		0.02018598016391016	0.03782449434623348	0.0805091468968719				0.04459130891920055				0.03778981453351808	0.06512350020579026		0.08059406678592725	0.01749085705199555	
Klebsiella phage ST340-VIM1phi10.2	0.0009660155721710234		0.0003263909968307434	0.0008455658526686058			0.0015379794410598216	0.00039815257206561556	0.0011753160130930204				0.0023469109957473975				0.0007409767555591781	0.0005209880016463221		0.0013975849731663686		
Klebsiella phage ST405-OXA48phi1.1	0.4820417705133407	0.49377490918068634	0.16417467140586395	0.4862003652844483	0.0019904854794084276		0.08516561154868763	0.25959547698678137	0.44838305899498726	0.006586096749761254	0.0014464732571202645	2.6362875865594644	0.3647099687391456	0.004512363877023043	0.009954706087302772	0.0046840601433322405	0.24896818986788385	0.3334323210536461	0.0022638775695010415	0.5124478234943352	0.10229501245561032	0.0087070091423596
Klebsiella phage ST405-OXA48phi1.2	0.2395718618984138	0.3138997636934363	0.1090145929414683	0.32469728742474463			0.0645951365245125	0.18991877687529862	0.28677710719469696	0.003293048374880627	0.000964315504746843	0.004647488032718316	0.17367141368530742	0.17447806991155768	0.004977353043651386		0.1489363278673948	0.26570388083962426		0.3330910852713178	0.07261355806434515	0.002902336380786533
Klebsiella phage ST405-OXA48phi1.3	0.13717421124828533	0.1387272363888595	0.06364624438199497	0.18602448758709328		0.0014358326393475577	0.044409156360602345	0.10590858416945374	0.13457368349915083	0.006586096749761254			0.11593740318992143			0.0046840601433322405	0.09336307120045645	0.15890134050212823		0.18913983303518186	0.030741506333810356	0.005804672761573066
Klebsiella phage ST437-OXA245phi4.1	0.6105218416120868	0.687757909215956	0.2030152000287224	0.5386254481499019	0.4598021457433468	0.38193148206645033	0.08670359098974745	0.3364389233954451	0.4495583750080803	0.9286396417163368	0.16634442456883042	0.6146302923269973	0.3679956441331919	0.43920341736357615		1.541055787156307	0.4275435879576458	0.4631583334635803	1.0255365389839717	0.47424716756112106	0.20193989505485768	1.4627775359164126
Klebsiella phage ST437-OXA245phi4.2	0.004830077860855117	0.022337436367697718	0.009465338908091559	0.007610092674017452			0.004229443462914509	0.004379678292721771	0.009402528104744163				0.010795790580438027				0.004445860533355069	0.008335808026341153		0.00838550983899821	0.0026501298563629616	
Klebsiella phage ST512-KPC3phi13.1	0.08307733920670801	0.08699843637945426	0.03133353569575137	0.07102753162416289		0.2972173563449444	0.01653327899139308	0.03981525720656156	0.08932401699506955				0.06430536128347869				0.044458605333550685	0.06408152420249762	1.2768269491985873	0.10761404293381037	0.02226109079344888	
Klebsiella phage ST512-KPC3phi13.2	0.018354295871249444	0.01410785454801961	0.008486165917599328	0.012683487790029088			0.003844948602649554	0.005175983436853002	0.017042082189848796				0.009857026182139069				0.004445860533355069	0.010419760032926441		0.007453786523553965	0.0031801558276355543	0.002902336380786533
Klebsiella phage ST512-KPC3phi13.3	1.3186112560134469	1.5495126911908206	0.445197319677134	1.1355949401339376	1.3435776986006887	1.931194899922465	0.2422317619669219	0.7385730211817169	1.1112612903794508	5.980175848783219	0.9879412346131408	2.62118325045313	0.9566009218666391	1.6560375428674567	0.019909412174605543	4.468593376738958	0.8172973613817734	0.9930031311378898	2.3250022638775696	1.107353160405486	0.539566438755499	3.7207952401683357
Klebsiella phage ST512-KPC3phi13.6	0.00869414014953921	0.01410785454801961	0.009791729904922303	0.027058107285395386	0.0019904854794084276		0.0048061857533119425	0.013139034878165314	0.017629740196395308				0.015958994771082303				0.005186837288914246	0.021360508067499204		0.022827221228384018	0.010070493454179255	0.002902336380786533
Klebsiella phage ST846-OXA48phi9.1	0.23184373732104563	0.2704005455037092	0.15699406947558758	0.3069404045187039	0.0019904854794084276		0.09285550875398672	0.1505016722408027	0.3802147302355921		0.000964315504746843	0.005809360040897895	0.2403236859645335	0.0015041212923410144	0.004977353043651386	0.0046840601433322405	0.13708069977844795	0.3792792651985225	0.0022638775695010415	0.4365123732856291	0.09964488259924736	0.002902336380786533
Klebsiella phage ST846-OXA48phi9.2	0.09756757278927336	0.1363759272975229	0.057771206439041586	0.20209023878779678		0.22255405909887144	0.05382928043709376	0.08241758241758242	0.2197840944483948				0.10654975920693184	0.0015041212923410144			0.060019117200293425	0.18390876458115168		0.24644081693500297	0.03763184396035406	
Klebsiella phage ST899-OXA48phi17.1	0.09949960393361541	0.11051152729282028	0.06723654534713314	0.17164986809172697	0.0019904854794084276		0.03652701172517076	0.08241758241758242	0.17100847990503446	0.003293048374880627	0.0004821577523734215		0.11640678538907091	0.003008242584682029	0.004977353043651386		0.05409130315582	0.18963963259926123		0.2240794573643411	0.14946732389887105	
Klebsiella phage ST899-OXA48phi17.2	0.1613246005525609	0.10228194547314218	0.06038233441368753	0.23591287289454102			0.030182846530798998	0.1202420767638159	0.21038156634365066	0.003293048374880627	0.000964315504746843		0.07603991626221568	0.0015041212923410144			0.08002548960039124	0.15525442449060398		0.18494707811568276	0.03763184396035406	
Klebsiella phage ST974-OXA48phi18.2	0.15552850711953478	0.1598890182108889	0.10020203602703823	0.2460596631265643	0.18312466410557535		0.06940132227782445	0.16483516483516483	0.21508283039602275	0.006586096749761254	0.000964315504746843	0.001161872008179579	0.14644724613463758		0.009954706087302772		0.11559237386723178	0.2558051088083442	0.004527755139002083	0.2646094215861658	0.10282503842688293	0.005804672761573066
Klebsiella phage Seifer	0.031878513881643776	0.010580890911014707	0.013055639873229736	0.04227829263343029			0.006344165194371764	0.017120560598821468	0.03173353235351155				0.011734554978736987				0.014819535111183562	0.030738292097133003	0.0022638775695010415	0.030281007751937983	0.010070493454179255	
Klebsiella phage Sin4	0.0009660155721710234		0.0006527819936614868	0.0033822634106744232	0.0019904854794084276		0.0003844948602649554	0.004379678292721771	0.004701264052372082				0.0018775287965979179				0.0029639070222367125	0.004167904013170577		0.00046586165772212284	0.0005300259712725924	
Klebsiella phage SopranoGao	0.009660155721710233	0.0011756545456683008	0.0019583459809844606	0.004227829263343029			0.0015379794410598216	0.002787068004459309	0.003525948039279061		0.08871702643670956		0.006101968588943233				0.0029639070222367125	0.0026049400082316103		0.0032610316040548597	0.0010600519425451847	
Klebsiella phage YMC16/01/N133_KPN_BP	0.0028980467165130703	0.004702618182673203	0.024479324762305757	0.0025366975580058174			0.006151917764239286	0.00039815257206561556	0.0011753160130930204				0.0018775287965979179							0.00046586165772212284	0.0005300259712725924	
Klebsiella phage YX3973	0.0009660155721710234		0.0009791729904922303	0.005918960968680241			0.0003844948602649554	0.0011944577161968467	0.0011753160130930204				0.0014081465974484385				0.0007409767555591781	0.0036469160115242547		0.005590339892665474	0.0005300259712725924	
Klebsiella phage phiKO2	0.5554589539983384	0.49495056372635465	0.19191790613647713	0.4743624433470879		0.01722999167217069	0.09458573562517902	0.22615066093326963	0.6023494567101729	1.4621134784469982	0.0004821577523734215	0.3473997304456941	0.3755057593195836	0.004512363877023043	0.004977353043651386		0.21858814288995754	0.5204670136446757	0.011319387847505207	0.5087209302325582	0.11554566173742513	0.005804672761573066
Klebsiella phage vB_KleS-HSE3	0.0028980467165130703	0.004702618182673203	0.004895864952461151	0.0016911317053372116			0.0005767422903974331	0.001990762860328078	0.004701264052372082				0.0032856753940463564					0.004688892014816899		0.004658616577221228	0.0010600519425451847	
Klebsiella phage vB_Kp3	0.012558202438223304	0.011756545456683008	0.007180601930276355	0.014374619495366298			0.001922474301324777	0.002787068004459309	0.017042082189848796				0.00891826178384011				0.0037048837777958906	0.010419760032926441	0.0022638775695010415	0.007453786523553965	0.00901044151163407	
Klebsiella phage vB_KpnM_IME346	0.0057960934330261405	0.0011756545456683008	0.0006527819936614868	0.0067645268213488464			0.005575175473841853	0.005972288580984234	0.002350632026186041				0.0018775287965979179				0.0007409767555591781	0.0026049400082316103			0.0015900779138177772	
Klebsiella phage vB_KpnM_KB57	0.0009660155721710234		0.0019583459809844606	0.0033822634106744232			0.0005767422903974331	0.0011944577161968467					0.0014081465974484385					0.004167904013170577		0.0013975849731663686	0.0021201038850903694	
Klebsiella phage vB_Kpn_Chronis	0.7834386290306999	0.7136223092206586	0.3198631768941285	0.6840627748089021	0.0019904854794084276	0.010050828475432904	0.11265699405763192	0.4379678292721771	0.748676300340254	0.003293048374880627	0.001928631009493686		0.6449311416313848	0.003008242584682029	0.014932059130954158	0.0046840601433322405	0.5468408456026734	0.7512646983739965		0.42766100178890876	0.18444903800286214	0.0087070091423596
Klebsiella virus 0507KN21	0.0009660155721710234						0.0003844948602649554	0.00039815257206561556	0.003525948039279061				0.00046938219914947947					0.0010419760032926442				
Klebsiella virus 1513	0.0009660155721710234						0.0001922474301324777	0.00039815257206561556	0.0005876580065465102									0.0005209880016463221			0.0005300259712725924	
Klebsiella virus 2019KP1	0.0019320311443420468						0.0009612371506623885	0.00039815257206561556										0.0005209880016463221		0.0013975849731663686	0.011130545396724438	
Klebsiella virus 3LV2017	0.5206823934001816	0.35504767279182686	0.21182775694315248	0.7610092674017452	0.0019904854794084276	0.0014358326393475577	0.1301515101996874	0.31573498964803315	0.5947099026250683	0.003293048374880627	0.0004821577523734215	0.003485616024538737	0.4182195394421862			0.009368120286664481	0.2815711671124877	0.5720448258076617	0.0022638775695010415	0.6284473762671438	0.17172841469231992	0.002902336380786533
Klebsiella virus 4LV2017	0.22797967503236152	0.3926686182532125	0.055160078464395634	0.1319082730163025			0.0249921659172221	0.0796305144131231	0.086385726962337				0.17695708907935376			0.0046840601433322405	0.11336944360055426	0.07658523624200934		0.14348539057841384	0.012720623310542217	
Klebsiella virus Henu1	0.0028980467165130703		0.0006527819936614868																		0.0021201038850903694	
Klebsiella virus KpS110	0.0028980467165130703	0.0035269636370049025	0.0035903009651381775	0.0016911317053372116			0.0007689897205299108	0.0015926102882624622	0.003525948039279061				0.0032856753940463564					0.004167904013170577		0.0037268932617769827	0.0015900779138177772	
Klebsiella virus KpV48	0.0009660155721710234						0.0017302268711922994		0.0011753160130930204											0.0013975849731663686		
Klebsiella virus KpV52	0.0028980467165130703	0.0011756545456683008	0.0003263909968307434	0.0067645268213488464				0.00039815257206561556	0.0029382900327325507				0.021122198961726575		0.004977353043651386		0.0014819535111183562					
Klebsiella virus May	0.0028980467165130703			0.0008455658526686058				0.0007963051441312311	0.0011753160130930204				0.00046938219914947947				0.0007409767555591781			0.00046586165772212284		
Klebsiella virus Menlow	0.0009660155721710234			0.0016911317053372116				0.00039815257206561556	0.0005876580065465102				0.0018775287965979179					0.0005209880016463221		0.0018634466308884913		
Klebsiella virus PKP126	0.007728124577368187	0.0023513090913366017	0.0006527819936614868	0.007610092674017452			0.0015379794410598216	0.008361204013377926	0.003525948039279061				0.002816293194896877				0.0014819535111183562	0.0036469160115242547		0.0018634466308884913	0.0005300259712725924	
Klebsiella virus PMBT1	0.01738828029907842	0.02821570909603922	0.009791729904922303	0.01014679023202327			0.001922474301324777	0.004379678292721771	0.008227212091651143		0.0004821577523734215	0.002323744016359158	0.01736714136853074				0.012596604844506028	0.014066676044450697		0.004658616577221228	0.0026501298563629616	
Klebsiella virus RaK2	0.0009660155721710234		0.004895864952461151				0.007113154914901674						0.0037550575931958358					0.0005209880016463221		0.0009317233154442457	0.05618275295489479	
Klebsiella virus TSK1	0.0009660155721710234			0.004227829263343029			0.0003844948602649554	0.00358337314859054	0.0017629740196395305				0.00046938219914947947				0.0037048837777958906	0.0005209880016463221		0.0009317233154442457	0.0005300259712725924	
Klebsiella virus ZCKP1	0.03574257617032787	0.007053927274009805	0.054833687467564896	0.03297706825407563			0.0930477561841192	0.01353718745023093	0.10460312516527881				0.015020230372783343				0.025934186444571235	0.022923472072438174		0.10668231961836613	0.041342025759262206	
Klosneuvirus KNV1	0.0028980467165130703						0.0001922474301324777										0.0007409767555591781			0.0009317233154442457		
Lactobacillus phage A2	0.004830077860855117					0.0014358326393475577	0.0003844948602649554	0.0007963051441312311														
Lactobacillus phage Dionysus	0.0009660155721710234		0.0003263909968307434	0.0016911317053372116			0.0003844948602649554	0.0011944577161968467	0.005288922058918592				0.0014081465974484385				0.0007409767555591781	0.0010419760032926442		0.0013975849731663686		
Lactobacillus phage LfeInf	0.0009660155721710234	0.0011756545456683008	0.0006527819936614868				0.0026914640218546875	0.00039815257206561556	0.0005876580065465102				0.0009387643982989589				0.0014819535111183562	0.0010419760032926442		0.0032610316040548597		
Lactobacillus phage PM411	0.0028980467165130703	0.0023513090913366017	0.0003263909968307434	0.004227829263343029			0.0011534845807948662	0.0007963051441312311	0.007639554085104633								0.008150744311150959			0.0013975849731663686		
Lactobacillus virus Lb338-1	0.0009660155721710234	0.0011756545456683008																				
Lactococcus phage 05802	0.0009660155721710234																0.0007409767555591781			0.0009317233154442457		
Lactococcus phage 28201	0.01738828029907842	0.02939136364170752	0.033944663670397314	0.059189609686802404			0.039795218037422884	0.008759356585443542	0.10107717712599976				0.09434582202904537				0.09558600146713397	0.07241733222883877	0.0022638775695010415	0.09037716159809182	0.01749085705199555	
Lactococcus phage 340	0.0009660155721710234																					
Lactococcus phage 38502	0.018354295871249444	0.021161781822029414	0.0172987228320294	0.09301224379354664		0.0014358326393475577	0.0697858171380894	0.02707437490046186	0.0810968049034184			0.001161872008179579	0.08636632464350422				0.10447772253384412	0.07293832023048509		0.11972644603458557	0.0137806752530874	
Lactococcus phage 4268	0.014490233582565352	0.04820183637240034	0.020889023797167578	0.05242508286545356			0.04114095004835023	0.013537187450230928	0.05406453660227894				0.068529801075824				0.0881762339115422	0.047930896151461636		0.06754994036970781	0.01113054539672444	
Lactococcus phage 49801	0.006762109005197164	0.004702618182673203	0.004895864952461151	0.019448014611377934			0.01653327899139308	0.002787068004459309	0.02350632026186041				0.010795790580438027				0.02000637240009781	0.01979754406256024		0.028883422778771616	0.0031801558276355543	
Lactococcus phage 50101	0.0028980467165130703	0.008229581819678106	0.004243082958799664	0.0067645268213488464			0.010189113797021318	0.0007963051441312311	0.011753160130930205				0.009857026182139069				0.013337581600065207	0.007814820024694831	0.0022638775695010415	0.017702742993440667	0.0026501298563629616	
Lactococcus phage 50902	0.0028980467165130703	0.021161781822029414	0.0019583459809844606	0.0016911317053372116			0.010573608657286274		0.009402528104744163				0.004224439792345315				0.008891721066710137	0.009377784029633797		0.0163051580202743	0.0005300259712725924	
Lactococcus phage 53801	0.009660155721710233	0.010580890911014707	0.009138947911260817	0.03466819995941284			0.016917773851658036	0.01075011944577162	0.0405484024517092				0.014081465974484385				0.038530791289077264	0.044283980139937375		0.04099582587954681	0.005300259712725923	0.002902336380786533
